사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars
먹돌새기,한식,영업,제주특별자치도 서귀포시 서귀동 700-1번지 ,제주특별자치도 서귀포시 솔동산로 31 (서귀동),,,,
청해식당,한식,영업,제주특별자치도 서귀포시 동홍동 647-7번지 ,제주특별자치도 서귀포시 동홍중앙로 39 (동홍동),,,,
이드레국수,한식,영업,제주특별자치도 서귀포시 색달동 2504 ,제주특별자치도 서귀포시 천제연로 93 (색달동),,,,
제주나인브릿지콘도레스토랑,중식,영업,제주특별자치도 서귀포시 안덕면 광평리 산 15 ,제주특별자치도 서귀포시 안덕면 광평로 34-156,,,,
동성식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 841-13번지 ,제주특별자치도 서귀포시 대정읍 신영로 92,,,,
켄싱턴애슐리,뷔페,영업,제주특별자치도 서귀포시 강정동 2677 ,제주특별자치도 서귀포시 이어도로 684 (강정동),,,,
표선한끼줍써,한식,영업,제주특별자치도 서귀포시 표선면 표선리 629-2번지 ,제주특별자치도 서귀포시 표선면 표선동서로 246,,,,
늘풍년식당,한식,영업,제주특별자치도 서귀포시 서귀동 302-13번지 ,제주특별자치도 서귀포시 중앙로89번길 14 (서귀동),,,,
까투리표선점,호프,영업,제주특별자치도 서귀포시 표선면 표선리 624-2번지 ,제주특별자치도 서귀포시 표선면 표선중앙로 89,,,,
탐라갈치요리전문점,한식,영업,제주특별자치도 서귀포시 서귀동 89-1번지 ,제주특별자치도 서귀포시 소암로 37 (서귀동),,,,
나눔자리,한식,영업,제주특별자치도 서귀포시 중문동 2083-2번지 ,제주특별자치도 서귀포시 천제연로 183-1 (중문동),,,,
통큰코다리,한식,영업,제주특별자치도 서귀포시 강정동 158번지 ,제주특별자치도 서귀포시 신서귀로51번길 35 (강정동),,,,
옥탑제이,한식,영업,제주특별자치도 서귀포시 동홍동 447-42번지 ,제주특별자치도 서귀포시 동홍로 51 (동홍동),,,,
루스트서귀포점,경양식,영업,제주특별자치도 서귀포시 강정동 163번지 ,제주특별자치도 서귀포시 신서로48번길 22 (강정동),,,,
교촌치킨서귀포1호점,호프,영업,제주특별자치도 서귀포시 동홍동 117-6번지 ,제주특별자치도 서귀포시 일주동로 8584 (동홍동),,,,
혼고뜨로,경양식,영업,제주특별자치도 서귀포시 성산읍 오조리 3-14번지 ,제주특별자치도 서귀포시 성산읍 한도로 137,,,,
손두부집,한식,영업,제주특별자치도 서귀포시 서귀동 322-7 ,제주특별자치도 서귀포시 중정로5번길 17 (서귀동),,,,
새벽숯불가든,한식,영업,제주특별자치도 서귀포시 성산읍 오조리 458번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4036,,,,
김태연국민동태탕서귀포시동홍점,호프,영업,제주특별자치도 서귀포시 동홍동 650-8 ,제주특별자치도 서귀포시 동홍중앙로 17 (동홍동),,,,
빵빵까페,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1106-24번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4278,,,,
팔팔자연산회센타,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1170-1번지 ,제주특별자치도 서귀포시 성산읍 일주동로 4213,,,,
만복밀면,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 1868-3번지 2층 ,제주특별자치도 서귀포시 안덕면 산방로 53 (2층),,,,
또래오래중앙점,호프,영업,제주특별자치도 서귀포시 서귀동 420-7번지 외1필지 2층 ,제주특별자치도 서귀포시 명동로 11 (서귀동),,,,
삼달,카페,영업,제주특별자치도 서귀포시 성산읍 삼달리 57-2번지 ,제주특별자치도 서귀포시 성산읍 삼달하동로 20,,,,
삿뽀로우동집본점,한식,영업,제주특별자치도 서귀포시 서귀동 427-9번지 ,"제주특별자치도 서귀포시 명동로 3, 1층 (서귀동)",,,,
꿩망물,한식,영업,제주특별자치도 서귀포시 강정동 4968번지 ,제주특별자치도 서귀포시 말질로 308-2 (강정동),,,,
하효어촌계식당,해산물,영업,제주특별자치도 서귀포시 하효동 999번지 ,제주특별자치도 서귀포시 하효동 999번지 ,,,,
착한마녀김밥,분식,영업,제주특별자치도 서귀포시 성산읍 고성리 313-6번지 ,제주특별자치도 서귀포시 성산읍 고성오조로 64,,,,
달인본가,외국요리,영업,제주특별자치도 서귀포시 동홍동 450-2번지 ,"제주특별자치도 서귀포시 동홍로 36, 1층 (동홍동)",,,,
아자부,한식,영업,제주특별자치도 서귀포시 서귀동 278-4 ,"제주특별자치도 서귀포시 중정로61번길 30, 1층 (서귀동)",,,,
수영이네식당,한식,영업,제주특별자치도 서귀포시 동홍동 1202-3번지 ,제주특별자치도 서귀포시 중산간동로7929번길 24 (동홍동),,,,
미촌가든,한식,영업,제주특별자치도 서귀포시 성산읍 신산리 1044-1번지 ,제주특별자치도 서귀포시 성산읍 일주동로 5112,,,,
세잎클로버,한식,영업,제주특별자치도 서귀포시 서홍동 665 외2필지 ,제주특별자치도 서귀포시 서홍동 665 외2필지 ,,,,
황금솔,호프,영업,제주특별자치도 서귀포시 서귀동 314-9번지 ,제주특별자치도 서귀포시 태평로353번길 5 (서귀동),,,,
한류정,한식,영업,제주특별자치도 서귀포시 회수동 845-3번지 ,제주특별자치도 서귀포시 중산간서로 706 (회수동),,,,
원앙,한식,영업,제주특별자치도 서귀포시 중문동 2700-3 ,"제주특별자치도 서귀포시 중문관광로 216, 3층 (중문동)",,,,
수원닭집,호프,영업,제주특별자치도 서귀포시 남원읍 남원리 115-5번지 ,제주특별자치도 서귀포시 남원읍 태위로 677,,,,
제주선 (Jejuseon),한식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",,,,
그때그맛,한식,영업,제주특별자치도 서귀포시 성산읍 수산리 2411-5번지 ,"제주특별자치도 서귀포시 성산읍 금백조로 70, 1층",,,,
윤스쿡,분식,영업,제주특별자치도 서귀포시 표선면 표선리 1022-1번지 ,"제주특별자치도 서귀포시 표선면 표선동서로 210, 1층",,,,
홍식당,경양식,영업,제주특별자치도 서귀포시 남원읍 신흥리 176-4번지 ,"제주특별자치도 서귀포시 남원읍 신흥로13번길 22, 1층",,,,
담에랑또,한식,영업,"제주특별자치도 서귀포시 서호동 940-3번지 , 1층 ","제주특별자치도 서귀포시 서호중로 86, 1층 (서호동)",,,,
블랙바,경양식,영업,"제주특별자치도 서귀포시 서귀동 702-2번지 , 1층 ","제주특별자치도 서귀포시 솔동산로 27, 1층 (서귀동, 메종 드 레아)",,,,
당일바리,일식,영업,제주특별자치도 서귀포시 안덕면 사계리 2147 ,제주특별자치도 서귀포시 안덕면 형제해안로 20,,,,
대평수산회센타,일식,영업,제주특별자치도 서귀포시 안덕면 창천리 914번지 1층 ,"제주특별자치도 서귀포시 안덕면 대평로 52, 1층",,,,
잔치집국수,분식,영업,제주특별자치도 서귀포시 대정읍 하모리 942번지 ,제주특별자치도 서귀포시 대정읍 하모리 942번지 ,,,,
일조가든,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 218-3번지 ,제주특별자치도 서귀포시 성산읍 성산중앙로 60,,,,
고성신양어촌계(섭지해녀의집),한식,영업,제주특별자치도 서귀포시 성산읍 고성리 127-7번지 ,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,,,,
소금막식당,한식,영업,"제주특별자치도 서귀포시 하효동 1028-2번지 , 지하1층 ","제주특별자치도 서귀포시 쇠소깍로 151-14, 지하1층 (하효동)",,,,
윤경양식당신화월드점,경양식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",,,,
화니소반제주,한식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",,,,
서귀포의료원장례식장2식당,한식,영업,제주특별자치도 서귀포시 동홍동 1530-2 ,제주특별자치도 서귀포시 장수로 47 (동홍동),,,,
낭그늘,분식,영업,제주특별자치도 서귀포시 표선면 가시리 280-3번지 ,제주특별자치도 서귀포시 표선면 가시로 384,,,,
신산1038,호프,영업,제주특별자치도 서귀포시 성산읍 신산리 1038-6 ,제주특별자치도 서귀포시 성산읍 일주동로 5111,,,,
올레안뜰,경양식,영업,제주특별자치도 서귀포시 법환동 229번지 ,제주특별자치도 서귀포시 법환로 24 (법환동),,,,
밀리우,경양식,영업,제주특별자치도 서귀포시 표선면 표선리 40-76번지 ,"제주특별자치도 서귀포시 표선면 민속해안로 537, 1층",,,,
제주아모제,한식,영업,제주특별자치도 서귀포시 법환동 169-4번지 ,제주특별자치도 서귀포시 최영로 20-1 (법환동),,,,
대패고기집,한식,영업,제주특별자치도 서귀포시 동홍동 104-8번지 ,"제주특별자치도 서귀포시 동홍남로 75, 1층 (동홍동)",,,,
만담,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 1047번지 ,제주특별자치도 서귀포시 안덕면 사계북로41번길 197,,,,
더루머스,일식,영업,제주특별자치도 서귀포시 서귀동 581-3번지 ,"제주특별자치도 서귀포시 태평로 408, 1층 (서귀동)",,,,
자담치킨,호프,영업,제주특별자치도 서귀포시 안덕면 화순리 317-1번지 1층 다동 ,"제주특별자치도 서귀포시 안덕면 화순중앙로 51, 다동 1층",,,,
일품순두부성산점,한식,영업,제주특별자치도 서귀포시 성산읍 신양리 555-4번지 ,제주특별자치도 서귀포시 성산읍 신양로 78,,,,
솥밥과추어탕,일식,영업,제주특별자치도 서귀포시 동홍동 104-12 ,"제주특별자치도 서귀포시 동홍남로 71, 1층 (동홍동)",,,,
황가네흑족발,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 105번지 ,"제주특별자치도 서귀포시 남원읍 태위로 673, 1층",,,,
섭지바당,해산물,영업,제주특별자치도 서귀포시 성산읍 고성리 542-9번지 ,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 31,,,,
중문막썰어횟집,일식,영업,제주특별자치도 서귀포시 중문동 2128-1번지 ,"제주특별자치도 서귀포시 중문상로17번길 4, A동 7~8호 (중문동)",,,,
워커힐,카페,영업,제주특별자치도 서귀포시 서귀동 301-20 ,제주특별자치도 서귀포시 중앙로89번길 2 (서귀동),,,,
천보식당,한식,영업,제주특별자치도 서귀포시 서귀동 303-1번지 ,제주특별자치도 서귀포시 중앙로89번길 13 (서귀동),,,,
예림양꼬치,한식,영업,제주특별자치도 서귀포시 서귀동 418번지 ,제주특별자치도 서귀포시 명동로 17 (서귀동),,,,
날목동산,한식,영업,제주특별자치도 서귀포시 표선면 하천리 154-6번지 ,제주특별자치도 서귀포시 표선면 하천달산로9번길 96,,,,
올리브,호프,영업,제주특별자치도 서귀포시 서귀동 300-5 ,제주특별자치도 서귀포시 중앙로89번길 9 (서귀동),,,,
오태식해바라기치킨서귀포점,호프,영업,제주특별자치도 서귀포시 서귀동 278-11번지 ,제주특별자치도 서귀포시 중정로61번길 34 (서귀동),,,,
사해방흑돼지,고기,영업,"제주특별자치도 서귀포시 중문동 1891-7번지 , 2층 ","제주특별자치도 서귀포시 천제연로 263, 2층 (중문동)",,,,
낭섭,경양식,영업,제주특별자치도 서귀포시 중문동 2079-4번지 ,제주특별자치도 서귀포시 천제연로185번길 8 (중문동),,,,
피자클래스중문신시가지점,패스트푸드,영업,제주특별자치도 서귀포시 중문동 2011-11번지 ,제주특별자치도 서귀포시 천제연로207번길 12 (중문동),,,,
금강민물장어,한식,영업,제주특별자치도 서귀포시 동홍동 640-1번지 ,제주특별자치도 서귀포시 일주동로 8597 (동홍동),,,,
큰솔가,한식,영업,제주특별자치도 서귀포시 대포동 2211번지 ,제주특별자치도 서귀포시 이어도로 193 (대포동),,,,
꼬메르치킨화순점,호프,영업,제주특별자치도 서귀포시 안덕면 화순리 1074-6번지 ,제주특별자치도 서귀포시 안덕면 화순로 102,,,,
서바당횟집,해산물,영업,제주특별자치도 서귀포시 대정읍 가파리 716번지 ,제주특별자치도 서귀포시 대정읍 마라로 75,,,,
맛있는아구찜,한식,영업,제주특별자치도 서귀포시 중문동 2057-6번지 ,제주특별자치도 서귀포시 천제연로 191 (중문동),,,,
가산토방,한식,영업,제주특별자치도 서귀포시 토평동 3077 ,제주특별자치도 서귀포시 인정오름로86번길 3 (토평동),,,,
제주면옥,한식,영업,제주특별자치도 서귀포시 서귀동 301-3번지 ,제주특별자치도 서귀포시 일주동로 8697 (서귀동),,,,
제주돌하르방밀면,한식,영업,제주특별자치도 서귀포시 중문동 2439-8번지 ,제주특별자치도 서귀포시 중문관광로 331 (중문동),,,,
골목깡통구이,한식,영업,제주특별자치도 서귀포시 중문동 2081-1번지 ,제주특별자치도 서귀포시 천제연로185번길 6 (중문동),,,,
옛날통닭&강정,호프,영업,제주특별자치도 서귀포시 표선면 표선리 839-7 ,제주특별자치도 서귀포시 표선면 표선백사로 106,,,,
장짜장,중식,영업,제주특별자치도 서귀포시 안덕면 서광리 1394-6 ,제주특별자치도 서귀포시 안덕면 녹차분재로 65,,,,
다온까페,한식,영업,제주특별자치도 서귀포시 서귀동 257-13번지 2층 ,"제주특별자치도 서귀포시 중앙로42번길 43, 2층 (서귀동)",,,,
최남단일박이일,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 846-4번지 ,제주특별자치도 서귀포시 대정읍 신영로 97,,,,
제주할망밥상,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 776-5 ,제주특별자치도 서귀포시 안덕면 화순해안로 89,,,,
에리두,카페,영업,제주특별자치도 서귀포시 대포동 2016번지 ,제주특별자치도 서귀포시 대포복개로 37 (대포동),,,,
아침바다,한식,영업,제주특별자치도 서귀포시 성산읍 일출로 253,제주특별자치도 서귀포시 성산읍 일출로 253,,,,
카페아로하(AROHA),카페,영업,제주특별자치도 서귀포시 동홍동 645-1번지 ,제주특별자치도 서귀포시 태평로537번길 41 (동홍동),,,,
한중식당,한식,영업,제주특별자치도 서귀포시 중정로61번길 9-1 (서귀동),제주특별자치도 서귀포시 중정로61번길 9-1 (서귀동),,,,
숟가락젓가락,호프,영업,제주특별자치도 서귀포시 서귀동 433-6 ,제주특별자치도 서귀포시 중앙로 21 (서귀동),,,,
사이프러스레스토랑,한식,영업,제주특별자치도 서귀포시 표선면 성읍리 3129번지 ,제주특별자치도 서귀포시 표선면 번영로 2300,,,,
제주봄카페,경양식,영업,제주특별자치도 서귀포시 토평동 329-1번지 ,제주특별자치도 서귀포시 검은여로130번길 68-16 (토평동),,,,
두가시영,한식,영업,제주특별자치도 서귀포시 표선면 하천리 153-1번지 ,제주특별자치도 서귀포시 표선면 하천달산로9번길 98,,,,
섭지골,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 208-7번지 ,제주특별자치도 서귀포시 성산읍 신양로 107,,,,
성산다온돼지국밥,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 305-5번지 ,제주특별자치도 서귀포시 성산읍 고성오조로 84,,,,
돌고래포차,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-1번지 2층 ,"제주특별자치도 서귀포시 대정읍 최남단해안로 18, 2층",,,,
이치진서귀포점,한식,영업,제주특별자치도 서귀포시 서귀동 410-7 ,"제주특별자치도 서귀포시 명동로 32, 2층 (서귀동)",,,,
산이물식당,한식,영업,제주특별자치도 서귀포시 대정읍 상모리 130번지 ,제주특별자치도 서귀포시 대정읍 형제해안로 306,,,,
단비식당,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 132-4번지 ,제주특별자치도 서귀포시 안덕면 사계남로 212,,,,
남궁미락,일식,영업,제주특별자치도 서귀포시 서귀동 726-6 ,제주특별자치도 서귀포시 부두로 29 (서귀동),,,,
헤라,카페,영업,제주특별자치도 서귀포시 서귀동 287-9번지 ,"제주특별자치도 서귀포시 중앙로 지하 84, 지하1층 (서귀동)",,,,
늘봄카페,한식,영업,제주특별자치도 서귀포시 남원읍 남원리 206-7번지 ,제주특별자치도 서귀포시 남원읍 태위로689번길 10,,,,
성산수산식당,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 174-10번지 ,제주특별자치도 서귀포시 성산읍 성산중앙로 29,,,,
솔루나카페&펍,한식,영업,제주특별자치도 서귀포시 법환동 1514-1 ,제주특별자치도 서귀포시 막숙포로 116 (법환동),,,,
청춘역,카페,영업,제주특별자치도 서귀포시 서귀동 513-8 ,제주특별자치도 서귀포시 이중섭로 31 (서귀동),,,,
광장호프,카페,영업,제주특별자치도 서귀포시 서귀동 287-2번지 ,제주특별자치도 서귀포시 동문로 2 (서귀동),,,,
천지동식당,한식,영업,제주특별자치도 서귀포시 서귀동 326-14번지 ,제주특별자치도 서귀포시 서문로38번길 1 (서귀동),,,,
제주성산해마루,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 236 2층 ,제주특별자치도 서귀포시 성산읍 일출로 84,,,,
봉구스밥버거서귀포점,경양식,영업,제주특별자치도 서귀포시 서귀동 299-4번지 ,제주특별자치도 서귀포시 중앙로 81 (서귀동),,,,
꽃파는술집,호프,영업,제주특별자치도 서귀포시 서귀동 418 ,제주특별자치도 서귀포시 명동로 17 (서귀동),,,,
다정한식탁,양식,영업,제주특별자치도 서귀포시 중문동 1430-2번지 2층 ,"제주특별자치도 서귀포시 중문로81번길 5, 2층 (중문동)",,,,
나그네식당,한식,영업,제주특별자치도 서귀포시 성산읍 난산리 2968-17 ,제주특별자치도 서귀포시 성산읍 서성일로 239,,,,
우정회센타2호점,일식,영업,제주특별자치도 서귀포시 서귀동 276-2번지 ,제주특별자치도 서귀포시 중앙로54번길 38 (서귀동),,,,
뜰채,한식,영업,제주특별자치도 서귀포시 서호동 1163-5번지 ,"제주특별자치도 서귀포시 신동로67번길 100-3, 1층 (서호동)",,,,
템플스테이푸드,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 843-10번지 ,"제주특별자치도 서귀포시 안덕면 난드르로 43, 1층",,,,
토스트제이(토스트J),카페,영업,제주특별자치도 서귀포시 성산읍 오조리 398-10 ,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2690, 1층",,,,
천지연무태장어난산본점,한식,영업,제주특별자치도 서귀포시 성산읍 난산리 61-4번지 ,"제주특별자치도 서귀포시 성산읍 신난로 132, 1층",,,,
제이엠푸드,카페,영업,제주특별자치도 서귀포시 강정동 168-2번지 ,"제주특별자치도 서귀포시 신서로32번길 30, 1층 (강정동)",,,,
장수애섬식당,한식,영업,제주특별자치도 서귀포시 서귀동 644-11번지 ,"제주특별자치도 서귀포시 솔동산로 30, 1층 (서귀동)",,,,
술이술술,한식,영업,제주특별자치도 서귀포시 중문동 2123-1 ,제주특별자치도 서귀포시 천제연로188번길 12 (중문동),,,,
비바리킴,분식,영업,제주특별자치도 서귀포시 서귀동 553-4번지 ,"제주특별자치도 서귀포시 태평로 423, 1층 (서귀동)",,,,
찬밀면,한식,영업,제주특별자치도 서귀포시 서호동 1164-1번지 ,"제주특별자치도 서귀포시 신동로 129, 1층 (서호동)",,,,
표선포구식당,한식,영업,제주특별자치도 서귀포시 표선면 표선리 606번지 ,제주특별자치도 서귀포시 표선면 표선중앙로 87,,,,
사거리포차,포차,영업,제주특별자치도 서귀포시 서호동 1464-2번지 ,"제주특별자치도 서귀포시 신중로 66, 1층 (서호동)",,,,
오르막카페,카페,영업,제주특별자치도 서귀포시 남원읍 남원리 1284-1번지 ,"제주특별자치도 서귀포시 남원읍 남원체육관로 251, 1층",,,,
코델리아S,레스토랑,영업,제주특별자치도 서귀포시 성산읍 오조리 990-1번지 ,"제주특별자치도 서귀포시 성산읍 일주동로 4186, 지하1층",,,,
미풍해장국모슬포점,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 1089-23번지 ,"제주특별자치도 서귀포시 대정읍 신영로36번길 35, 1층",,,,
한잔더주,호프,영업,제주특별자치도 서귀포시 동홍동 648-4번지 ,제주특별자치도 서귀포시 태평로537번길 40-2 (동홍동),,,,
사진술,술집,영업,제주특별자치도 서귀포시 성산읍 고성리 212-12번지 ,제주특별자치도 서귀포시 성산읍 신고로22번길 34,,,,
표선미소,한식,영업,제주특별자치도 서귀포시 표선면 표선리 648-2번지 1층 ,"제주특별자치도 서귀포시 표선면 표선중앙로90번길 11, 1층",,,,
섭지코지한끼,중식,영업,제주특별자치도 서귀포시 성산읍 고성리 203-5번지 ,제주특별자치도 서귀포시 성산읍 신양로 100,,,,
성산포마농치킨5호점,일식,영업,제주특별자치도 서귀포시 성산읍 성산리 163-9번지 ,제주특별자치도 서귀포시 성산읍 일출로 251,,,,
식을탐하다,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 197-1번지 1층 ,"제주특별자치도 서귀포시 성산읍 일출로 293, 1층",,,,
두루치기먹고가게,한식,영업,제주특별자치도 서귀포시 성산읍 신천리 465-2번지 ,제주특별자치도 서귀포시 성산읍 일주동로 5595,,,,
동트레,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 362-1번지 가동 ,"제주특별자치도 서귀포시 성산읍 성산등용로 78, 가동 1층",,,,
장백산,고기,영업,제주특별자치도 서귀포시 성산읍 수산리 717번지 ,제주특별자치도 서귀포시 성산읍 중산간동로 3315,,,,
숲숲포레스트,한식,영업,제주특별자치도 서귀포시 법환동 744-2 ,제주특별자치도 서귀포시 김정문화로41번길 14-6 (법환동),,,,
씨엘메르카페,카페,영업,제주특별자치도 서귀포시 안덕면 창천리 785-2번지 2층 ,"제주특별자치도 서귀포시 안덕면 난드르로 49-71, 2층",,,,
도밍고,한식,영업,"제주특별자치도 서귀포시 성산읍 성산리 298-15번지 , 지하1층 ","제주특별자치도 서귀포시 성산읍 일출로288번길 19, 지하1층",,,,
오븐에빠진닭모슬포점,호프,영업,제주특별자치도 서귀포시 대정읍 하모리 2130-7번지 ,제주특별자치도 서귀포시 대정읍 하모항구로10번길 8-3,,,,
자담치킨중문점,호프,영업,제주특별자치도 서귀포시 색달동 1981번지 ,제주특별자치도 서귀포시 색달로 60 (색달동),,,,
남쪽으로튀어브로잉컴퍼니,경양식,영업,제주특별자치도 서귀포시 상예동 584-2 1동 ,"제주특별자치도 서귀포시 예래로 31, 1동 (상예동)",,,,
흑룡관,중식,영업,제주특별자치도 서귀포시 동홍동 407-1 ,"제주특별자치도 서귀포시 동홍중앙로7번길 14, 1층 (동홍동)",,,,
쌈촌,한식,영업,"제주특별자치도 서귀포시 서귀동 486-9번지 , 2층 ","제주특별자치도 서귀포시 중앙로4번길 7, 2층 (서귀동)",,,,
세븐,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 313-1 ,제주특별자치도 서귀포시 성산읍 고성오조로 70-2,,,,
우리자매식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 1560-3번지 ,제주특별자치도 서귀포시 대정읍 동일하모로 216,,,,
더플레이스제주신화월드점,한식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24 , 지하1층 31호","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층 31호",,,,
강셰프의키친,한식,영업,제주특별자치도 서귀포시 대정읍 무릉리 322-10번지 ,제주특별자치도 서귀포시 대정읍 대한로 558,,,,
콜트레인,호프,영업,제주특별자치도 서귀포시 대정읍 하모리 849-12번지 2층 ,"제주특별자치도 서귀포시 대정읍 신영로 109, 2층",,,,
소봉식당,일식,영업,"제주특별자치도 서귀포시 안덕면 사계리 863-1번지 , 1층 ","제주특별자치도 서귀포시 안덕면 사계로 191, 1층",,,,
고래라면신화월드점,분식,영업,"제주특별자치도 서귀포시 안덕면 서광리 산 24번지 , 지하1층 ","제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 지하1층",,,,
쌍둥이감귤농장식당,한식,영업,제주특별자치도 서귀포시 월드컵로 165 (강정동),제주특별자치도 서귀포시 월드컵로 165 (강정동),,,,
산방산모드락카페,한식,영업,제주특별자치도 서귀포시 안덕면 사계로114번길 71,제주특별자치도 서귀포시 안덕면 사계로114번길 71,,,,
일출뷰브런치카페,한식,영업,제주특별자치도 서귀포시 성산읍 시흥리 204 ,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2660, 1층",,,,
육회포차,호프,영업,제주특별자치도 서귀포시 중앙로71번길 4 (서귀동),제주특별자치도 서귀포시 중앙로71번길 4 (서귀동),,,,
동뜬식당,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 135-2번지 ,제주특별자치도 서귀포시 성산읍 일출로 272-1,,,,
올레하르방순대,한식,영업,제주특별자치도 서귀포시 이어도로 572-1 (강정동),제주특별자치도 서귀포시 이어도로 572-1 (강정동),,,,
우리동네회센터,한식,영업,제주특별자치도 서귀포시 동홍중앙로 8 (동홍동),제주특별자치도 서귀포시 동홍중앙로 8 (동홍동),,,,
동남골식당,한식,영업,"제주특별자치도 서귀포시 중문동 2006번지 , 1층 ","제주특별자치도 서귀포시 천제연로 211, 1층 (중문동)",,,,
머그낭식당,한식,영업,제주특별자치도 서귀포시 안덕면 화순리 1125-3번지 ,제주특별자치도 서귀포시 안덕면 화순재남로 39,,,,
우정회센타중문점,고기,영업,제주특별자치도 서귀포시 중문동 2085번지 ,"제주특별자치도 서귀포시 천제연로 179, 1층 (중문동)",,,,
중문회포장센터새벽야시장,한식,영업,제주특별자치도 서귀포시 대포동 770 ,제주특별자치도 서귀포시 중문관광로 293 (대포동),,,,
날으는활어식당,일식,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-14번지 ,제주특별자치도 서귀포시 대정읍 하모항구로6번길 26-1,,,,
소린이네회,한식,영업,제주특별자치도 서귀포시 서귀동 277-10 ,제주특별자치도 서귀포시 중정로61번길 22 (서귀동),,,,
올레자매밥집,한식,영업,제주특별자치도 서귀포시 서귀동 740-10번지 ,제주특별자치도 서귀포시 솔동산로21번길 17 (서귀동),,,,
카페로하스튜디오,카페,영업,제주특별자치도 서귀포시 성산읍 수산리 2476번지 ,"제주특별자치도 서귀포시 성산읍 금백조로 87, 1층",,,,
마마뜰,카페,영업,제주특별자치도 서귀포시 안덕면 동광리 1393-8번지 ,"제주특별자치도 서귀포시 안덕면 신화역사로403번길 82, 1층",,,,
갈비미(美),한식,영업,제주특별자치도 서귀포시 강정동 4789-1 1층 ,"제주특별자치도 서귀포시 강정통물로 1, 1층 (강정동)",,,,
정애네골목식당,술집,영업,제주특별자치도 서귀포시 표선면 표선리 634-11번지 ,제주특별자치도 서귀포시 표선면 표선중앙로90번길 3,,,,
라떼카페,카페,영업,제주특별자치도 서귀포시 남원읍 남원리 1370-1 ,"제주특별자치도 서귀포시 남원읍 남태해안로 75-5, 1층",,,,
잔비어스(잔Beers),한식,영업,제주특별자치도 서귀포시 서귀동 417-10 ,"제주특별자치도 서귀포시 이중섭로 12, 1층 (서귀동)",,,,
시골친구,한식,영업,제주특별자치도 서귀포시 표선면 가시리 987-6번지 ,제주특별자치도 서귀포시 표선면 가시로 419,,,,
맛있수다,고기,영업,제주특별자치도 서귀포시 상예동 576-1번지 ,제주특별자치도 서귀포시 예래로 50 (상예동),,,,
중앙통닭,호프,영업,제주특별자치도 서귀포시 서귀동 275-27번지 ,제주특별자치도 서귀포시 중앙로48번길 14-1 (서귀동),,,,
제주올레여행자센터,한식,영업,제주특별자치도 서귀포시 서귀동 316-1번지 ,"제주특별자치도 서귀포시 중정로 22, 1층 (서귀동)",,,,
불로초흑돼지,분식,영업,제주특별자치도 서귀포시 서귀동 271-40번지 ,"제주특별자치도 서귀포시 중정로73번길 20, 2층 (서귀동)",,,,
서영횟집,일식,영업,제주특별자치도 서귀포시 서귀동 286-14번지 ,제주특별자치도 서귀포시 중정로91번길 50-1 (서귀동),,,,
휴리내,한식,영업,제주특별자치도 서귀포시 동홍동 646-2번지 ,제주특별자치도 서귀포시 태평로537번길 48 (동홍동),,,,
