사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동
청수미방,양식,영업,제주특별자치도 제주시 한경면 청수리 2052번지 ,"제주특별자치도 제주시 한경면 낙수로 271-18, 1층",35,4.3,88,4.55,제주시,한경
더시그니처,일식,영업,제주특별자치도 제주시 연동 273-1번지 ,"제주특별자치도 제주시 신광로 47, 2층 (연동)",135,4.6,693,4.64,제주시,제주
쪼끄뜨레,경양식,영업,제주특별자치도 제주시 한경면 두모리 2861-2번지 ,"제주특별자치도 제주시 한경면 두신로 85, B동 1층",44,4.8,243,4.84,제주시,한경
애월1인식당,해산물,영업,제주특별자치도 제주시 애월읍 소길리 674-1번지 ,"제주특별자치도 제주시 애월읍 장소로 162, 1층",241,4.8,0,0.0,제주시,애월
산도롱맨도롱,한식,영업,제주특별자치도 제주시 구좌읍 종달리 484-1 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2284, 1층",393,3.5,2540,0.0,제주시,구좌
맵찜,일식,영업,제주특별자치도 제주시 조천읍 선흘리 475-4번지 ,"제주특별자치도 제주시 조천읍 선교로 519, 1층",45,4.4,367,4.7,제주시,조천
금능샌드,경양식,영업,제주특별자치도 제주시 한림읍 금능리 1426-4번지 ,"제주특별자치도 제주시 한림읍 금능길 89, 1층",115,4.2,0,0.0,제주시,한림
해녀세자매,한식,영업,제주특별자치도 제주시 한림읍 한림리 1589-9번지 ,제주특별자치도 제주시 한림읍 한림로3길 10-11,291,3.9,1689,0.0,제주시,한림
춘심이네2호,한식,영업,제주특별자치도 제주시 노형동 158-1 ,"제주특별자치도 제주시 1100로 3114, 1층 (노형동)",106,4.0,663,4.35,제주시,제주
협재온다정,경양식,영업,제주특별자치도 제주시 한림읍 협재리 1651번지 ,"제주특별자치도 제주시 한림읍 한림로 381-4, 1층",166,3.6,782,4.48,제주시,한림
마레벤또,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2501-1번지 ,"제주특별자치도 제주시 애월읍 애월로1길 10, 1층",47,4.2,266,4.56,제주시,애월
밥부터먹자,한식,영업,제주특별자치도 제주시 용담이동 481-46번지 ,"제주특별자치도 제주시 용두암길 2, 1층 (용담이동)",37,4.4,163,4.45,제주시,제주
포도원흑돼지,고기,영업,제주특별자치도 제주시 노형동 124-1 ,제주특별자치도 제주시 1100로 3155 (노형동),110,4.2,479,4.36,제주시,제주
연태만,한식,영업,제주특별자치도 제주시 이도일동 1701-5번지 ,"제주특별자치도 제주시 중앙로21길 10, 1층 (이도일동)",54,4.1,281,4.45,제주시,제주
구좌상회,한식,영업,제주특별자치도 제주시 구좌읍 월정리 417번지 ,"제주특별자치도 제주시 구좌읍 월정1길 55, 1층",318,4.3,782,4.36,제주시,구좌
한라꽃돈,한식,영업,제주특별자치도 제주시 노형동 571-5번지 2층 ,제주특별자치도 제주시 노형동 571-5번지 2층 ,46,5.0,63,4.24,제주시,제주
말이,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3643-3번지 ,"제주특별자치도 제주시 구좌읍 세화1길 40, 1층",61,3.5,249,4.26,제주시,구좌
돈고팡,고기,영업,제주특별자치도 제주시 도두일동 1688-9 ,"제주특별자치도 제주시 서해안로 248, 1층 (도두일동)",217,3.8,596,4.51,제주시,제주
리듬,카페,영업,제주특별자치도 제주시 삼도이동 1073 ,"제주특별자치도 제주시 무근성7길 11, 1층 (삼도이동)",66,4.1,238,4.51,제주시,제주
강윤구스시야,일식,영업,제주특별자치도 제주시 삼양이동 2332-5번지 ,"제주특별자치도 제주시 화삼북로 135, 2층 (삼양이동)",46,4.3,123,4.26,제주시,제주
요요무문,카페,영업,제주특별자치도 제주시 구좌읍 한동리 8-11번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1102, 2층",103,4.3,342,4.47,제주시,구좌
한치앞도모를바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 1796-2번지 ,"제주특별자치도 제주시 한림읍 협재6길 9, 1층",77,4.3,362,4.54,제주시,한림
배롱개,한식,영업,제주특별자치도 제주시 구좌읍 월정리 648번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 434, 지1층",45,4.4,334,4.38,제주시,구좌
솔지,한식,영업,제주특별자치도 제주시 노형동 2736번지 ,제주특별자치도 제주시 월랑로 88 (노형동),191,4.0,918,4.39,제주시,제주
오래해장국,한식,영업,제주특별자치도 제주시 도두일동 2625번지 ,"제주특별자치도 제주시 서해안로 168, 1층 (도두일동)",110,4.0,83,4.07,제주시,제주
신촌뼈해장국,한식,영업,제주특별자치도 제주시 조천읍 신촌리 1930번지 ,"제주특별자치도 제주시 조천읍 신북로 93, 102호",87,4.0,19,0.0,제주시,조천
이모밥상,한식,영업,제주특별자치도 제주시 연동 456-1 ,"제주특별자치도 제주시 연북로 173, 1층 (연동)",38,3.9,550,4.3,제주시,제주
일일오팔족욕카페,카페,영업,제주특별자치도 제주시 애월읍 고내리 1158번지 ,"제주특별자치도 제주시 애월읍 애월해안로 230, 2층",84,4.8,372,4.62,제주시,애월
스시앤,일식,영업,제주특별자치도 제주시 이도이동 1053-1 ,"제주특별자치도 제주시 고산동산5길 21-1, 105호 (이도이동)",32,4.4,0,0.0,제주시,제주
머문,카페,영업,제주특별자치도 제주시 구좌읍 월정리 539번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 460, 2층",156,3.8,1314,4.41,제주시,구좌
고사리식당,해산물,영업,제주특별자치도 제주시 조천읍 선흘리 1856-8 ,"제주특별자치도 제주시 조천읍 번영로 1680, 1층",43,4.4,0,0.0,제주시,조천
더한근,한식,영업,제주특별자치도 제주시 노형동 1048-4 ,제주특별자치도 제주시 다랑곶6길 48 (노형동),37,4.7,255,4.87,제주시,제주
방모루,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 1223-8 ,"제주특별자치도 제주시 구좌읍 김녕로21길 7, 나동 1층",41,4.7,425,4.33,제주시,구좌
장모식탁,한식,영업,제주특별자치도 제주시 이도이동 257-6 ,"제주특별자치도 제주시 연신로 51, 1층 (이도이동)",126,4.5,743,4.6,제주시,제주
대왕해물짬뽕라면,카페,영업,제주특별자치도 제주시 구좌읍 월정리 554 ,"제주특별자치도 제주시 구좌읍 월정1길 70-6, 1층",45,4.4,533,0.0,제주시,구좌
마모루,일식,영업,제주특별자치도 제주시 이도이동 1181-2번지 101호,"제주특별자치도 제주시 광양13길 10-1, 1층 101호 (이도이동)",31,3.5,339,4.38,제주시,제주
제주은갈치김밥,분식,영업,제주특별자치도 제주시 용담삼동 969-2번지 ,제주특별자치도 제주시 용마서길 30 (용담삼동),86,4.5,430,4.45,제주시,제주
다람쥐식탁,한식,영업,제주특별자치도 제주시 한림읍 동명리 1580-7번지 ,"제주특별자치도 제주시 한림읍 명월성로 10, 1층",169,3.6,430,4.5,제주시,한림
그때그집,한식,영업,제주특별자치도 제주시 애월읍 애월리 407-6 ,"제주특별자치도 제주시 애월읍 애월해안로 97, 1층",279,4.5,0,0.0,제주시,애월
제주어멍통갈치,한식,영업,제주특별자치도 제주시 용담삼동 2576-3 ,제주특별자치도 제주시 서해안로 372 (용담삼동),589,4.6,1412,4.38,제주시,제주
백록오름,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1710-2 ,"제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층",46,4.5,584,4.86,제주시,구좌
제주올레냉면,한식,영업,제주특별자치도 제주시 노형동 2466-1 ,"제주특별자치도 제주시 광평동로 19, 1층 (노형동)",76,3.8,519,4.5,제주시,제주
바다를본돼지2호,한식,영업,제주특별자치도 제주시 노형동 1055-4 ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",120,3.9,0,0.0,제주시,제주
제주섬신룽푸마라탕제주대,한식,영업,제주특별자치도 제주시 아라일동 368-63 ,"제주특별자치도 제주시 산천단동2길 24, 1층 (아라일동)",30,4.5,0,0.0,제주시,제주
월정항아리,한식,영업,제주특별자치도 제주시 구좌읍 월정리 241 ,"제주특별자치도 제주시 구좌읍 월정5길 38, 1층",188,4.9,527,4.93,제주시,구좌
라플라주,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-10 ,"제주특별자치도 제주시 조천읍 조함해안로 525, 디동 1층",105,3.6,793,4.41,제주시,조천
정직한돈,고기,영업,제주특별자치도 제주시 애월읍 고내리 1105-8 ,"제주특별자치도 제주시 애월읍 애월해안로 253, 1층",537,4.4,1725,0.0,제주시,애월
하와이새우트럭,경양식,영업,제주특별자치도 제주시 노형동 0 15블럭13로트 ,"제주특별자치도 제주시 노형13길 16, 2층 (노형동)",65,4.0,82,4.51,제주시,제주
일과삶사이틈,한식,영업,제주특별자치도 제주시 이도이동 1767-20번지 ,"제주특별자치도 제주시 서광로32길 27-3, 1층 (이도이동)",54,4.1,158,4.73,제주시,제주
은희네해장국외도,한식,영업,제주특별자치도 제주시 외도일동 532-8 (1층) ,제주특별자치도 제주시 우정로15길 42-8 (외도일동),44,3.5,402,4.35,제주시,제주
우도면파전리,분식,영업,제주특별자치도 제주시 우도면 연평리 2369 ,"제주특별자치도 제주시 우도면 우도해안길 388, 1층",32,3.5,93,3.76,제주시,우도
달사막,한식,영업,제주특별자치도 제주시 조천읍 함덕리 272-28번지 ,"제주특별자치도 제주시 조천읍 함덕로 26, 1층",60,4.0,185,4.43,제주시,조천
참좋은해물라면애월,해산물,영업,제주특별자치도 제주시 애월읍 구엄리 599 ,"제주특별자치도 제주시 애월읍 애월해안로 724, 1층",41,4.5,452,4.7,제주시,애월
말젯문,한식,영업,제주특별자치도 제주시 구좌읍 한동리 10-38번지 ,"제주특별자치도 제주시 구좌읍 계룡길 31, 1층",68,4.8,1232,4.86,제주시,구좌
햇살가득돌담집,한식,영업,제주특별자치도 제주시 조천읍 함덕리 2936-1 ,"제주특별자치도 제주시 조천읍 함대로 25-1, 1층",42,3.9,260,4.38,제주시,조천
참숯구이몬트락,고기,영업,제주특별자치도 제주시 건입동 1388-3 ,"제주특별자치도 제주시 임항로 20, 2~3층 (건입동)",575,4.5,1006,0.0,제주시,제주
칠돈가,고기,영업,제주특별자치도 제주시 용담이동 2695-4 ,"제주특별자치도 제주시 서천길 1, 1층 (용담이동)",313,3.9,1361,4.42,제주시,제주
인디언키친,외국요리,영업,제주특별자치도 제주시 애월읍 상가리 2059-1번지 ,"제주특별자치도 제주시 애월읍 애원로 191, 1층",140,4.1,854,4.52,제주시,애월
유수암식당,한식,영업,제주특별자치도 제주시 애월읍 유수암리 1928번지 ,제주특별자치도 제주시 애월읍 유수암로 2,193,4.6,0,0.0,제주시,애월
수영밥상,한식,영업,제주특별자치도 제주시 외도일동 543-8 ,"제주특별자치도 제주시 우령안1길 29-1, 1층 (외도일동)",65,4.7,281,4.68,제주시,제주
한림칠돈가,고기,영업,제주특별자치도 제주시 한림읍 동명리 1846 ,"제주특별자치도 제주시 한림읍 한림상로 69, 1층",58,3.7,205,0.0,제주시,한림
우리마을,한식,영업,제주특별자치도 제주시 한림읍 한림리 980번지 ,제주특별자치도 제주시 한림읍 한림상로 165,36,4.9,21,4.39,제주시,한림
타코마씸,경양식,영업,제주특별자치도 제주시 구좌읍 월정리 13 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 474, 1층",60,3.9,246,4.3,제주시,구좌
느루온,한식,영업,제주특별자치도 제주시 이도이동 1952-4번지 지하1 ,"제주특별자치도 제주시 신설로9길 33, 지하1층 (이도이동)",60,4.4,234,4.6,제주시,제주
도라지,한식,영업,제주특별자치도 제주시 오라삼동 2112 ,"제주특별자치도 제주시 연삼로 128, 1층 (오라삼동)",34,3.8,414,0.0,제주시,제주
도갈비,경양식,영업,제주특별자치도 제주시 노형동 759-7번지 프라임빌 102호 ,"제주특별자치도 제주시 한라대학로 85 (노형동,프라임빌 102호)",134,4.7,433,4.73,제주시,제주
멘도롱돈까스,경양식,영업,제주특별자치도 제주시 구좌읍 월정리 537-1번지 ,"제주특별자치도 제주시 구좌읍 월정7길 58, 1층 제3호",38,4.0,306,4.57,제주시,구좌
피노키오,한식,영업,제주특별자치도 제주시 우도면 연평리 863-1번지 ,제주특별자치도 제주시 우도면 우도로 339,51,3.9,173,0.0,제주시,우도
흑돼지가노는집,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 1362-1번지 ,제주특별자치도 제주시 애월읍 하귀로 118,32,4.6,269,4.79,제주시,애월
맛장터,한식,영업,제주특별자치도 제주시 연동 313-7 ,제주특별자치도 제주시 신대로13길 10 (연동),52,4.5,395,4.69,제주시,제주
선인장,한식,영업,제주특별자치도 제주시 한림읍 월령리 368 ,"제주특별자치도 제주시 한림읍 월령안길 14-3, 1층",60,4.6,0,0.0,제주시,한림
함덕해장국,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 9-4 ,제주특별자치도 제주시 조천읍 신북로 650,46,4.8,0,0.0,제주시,조천
협재신국수,한식,영업,제주특별자치도 제주시 한림읍 협재리 1303-1번지 ,"제주특별자치도 제주시 한림읍 명재로 17, 1층",91,4.5,695,0.0,제주시,한림
제주에가면,한식,영업,제주특별자치도 제주시 삼도이동 1158-22번지 ,"제주특별자치도 제주시 탑동로 119, 1층 (삼도이동)",187,4.3,1152,4.49,제주시,제주
톰톰카레,한식,영업,제주특별자치도 제주시 구좌읍 평대리 2033-1번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1112, 1층",132,3.9,645,4.52,제주시,구좌
도남돼지,고기,영업,제주특별자치도 제주시 도남동 47번지 ,"제주특별자치도 제주시 신성로 36, 101호 (도남동)",48,4.9,0,0.0,제주시,제주
바보라면,카페,영업,제주특별자치도 제주시 구좌읍 한동리 1339-6번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1016, 제2동 1층",202,3.8,493,4.49,제주시,구좌
리틀비엣,한식,영업,제주특별자치도 제주시 아라일동 6109-1 ,"제주특별자치도 제주시 인다7길 16, 1층 (아라일동)",45,3.8,340,4.44,제주시,제주
빨강코끼리,한식,영업,제주특별자치도 제주시 노형동 1274-4번지 (1층) ,제주특별자치도 제주시 다랑곶6길 26-1 (노형동),87,3.9,209,4.39,제주시,제주
남원바당,고기,영업,제주특별자치도 제주시 일도이동 48-4 ,제주특별자치도 제주시 천수로8길 7 (일도이동),49,4.5,346,4.5,제주시,제주
제갈양,한식,영업,제주특별자치도 제주시 한림읍 금능리 1737번지 ,"제주특별자치도 제주시 한림읍 한림로 155, 1층",236,4.5,1496,4.58,제주시,한림
