사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,n_reviews,n_stars,소재지,법정동
조마루뼈다귀아라지구,한식,영업,제주특별자치도 제주시 아라일동 2338-3 ,"제주특별자치도 제주시 중앙로 490, 1층 (아라일동)",2,4.2,273,4.32,제주시,제주
제주따이,일식,영업,제주특별자치도 제주시 노형동 2591-5 ,"제주특별자치도 제주시 수덕9길 85-5, 1층 (노형동)",12,5.0,251,4.95,제주시,제주
황구촌,한식,영업,제주특별자치도 제주시 연동 291-118 (성두4로18) ,"제주특별자치도 제주시 신대로10길 14 (연동,(성두4로18))",2,4.7,74,4.24,제주시,제주
일품순두부아라,한식,영업,제주특별자치도 제주시 아라일동 0번지 아라지구 14블럭 1로트 ,제주특별자치도 제주시 아란5길 19-2 (아라일동),18,4.1,401,4.41,제주시,제주
제주돈명가,한식,영업,제주특별자치도 제주시 도남동 183-8 ,"제주특별자치도 제주시 원남6길 27, 1층 (도남동)",1,3.0,110,4.1,제주시,제주
비비큐신연동,호프,영업,제주특별자치도 제주시 연동 1496번지 (연화1로1) ,"제주특별자치도 제주시 연화로1길 15 (연동,(연화1로1))",2,2.3,77,4.23,제주시,제주
롱로드,한식,영업,제주특별자치도 제주시 한림읍 귀덕리 4073번지 ,"제주특별자치도 제주시 한림읍 귀덕3길 36, 1층",24,4.5,112,4.6,제주시,한림
대원가,한식,영업,제주특별자치도 제주시 도남동 62-1 재영샤르빌 101호,"제주특별자치도 제주시 도남로16길 15, 101호 (도남동,재영샤르빌)",63,2.9,438,4.35,제주시,제주
육번정육식당,고기,영업,제주특별자치도 제주시 이도일동 1349-51번지 ,"제주특별자치도 제주시 오현길 88, 2층 (이도일동)",7,3.8,131,4.39,제주시,제주
별미맛동태,한식,영업,제주특별자치도 제주시 이도이동 1056-2 ,제주특별자치도 제주시 중앙로 275-1 (이도이동),3,4.3,71,4.38,제주시,제주
전주토속청국장,한식,영업,제주특별자치도 제주시 연동 310-6번지 ,제주특별자치도 제주시 귀아랑길 9 (연동),8,4.7,107,4.23,제주시,제주
아라주는엄마치킨,호프,영업,제주특별자치도 제주시 아라일동 368-55번지 ,제주특별자치도 제주시 산천단동3길 13-2 (아라일동),17,4.0,56,4.86,제주시,제주
빨간집연동,호프,영업,제주특별자치도 제주시 연동 303-13 ,제주특별자치도 제주시 신대로 126 (연동),4,5.0,70,4.52,제주시,제주
난타오천뜨란채,패스트푸드,영업,제주특별자치도 제주시 노형동 2615-10번지 (1층) ,제주특별자치도 제주시 정존11길 39 (노형동),0,0.0,55,4.19,제주시,제주
돈본가,고기,영업,제주특별자치도 제주시 이도이동 410-1 ,제주특별자치도 제주시 청귤로3길 48 (이도이동),5,5.0,71,4.81,제주시,제주
보현칼국수,한식,영업,제주특별자치도 제주시 이도일동 1271-10번지 (1층) ,제주특별자치도 제주시 삼성로 23 (이도일동),5,5.0,50,4.24,제주시,제주
코멧1987,카페,영업,제주특별자치도 제주시 이도이동 1179-12번지 ,"제주특별자치도 제주시 광양11길 8, 1층 (이도이동)",0,5.0,56,4.64,제주시,제주
골목카페옥수,카페,영업,제주특별자치도 제주시 애월읍 소길리 652-1번지 ,"제주특별자치도 제주시 애월읍 소길1길 19, 1층",174,3.2,300,4.42,제주시,애월
노른자,경양식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-17번지 ,제주특별자치도 제주시 조천읍 조함해안로 514,22,3.8,292,4.28,제주시,조천
외도우렁이쌈밥,고기,영업,제주특별자치도 제주시 외도일동 551-4번지 ,제주특별자치도 제주시 우정로13길 9 (외도일동),3,4.0,69,4.57,제주시,제주
고향숯불막창삼화,고기,영업,제주특별자치도 제주시 화북일동 1265-1번지 ,"제주특별자치도 제주시 일주동로 281, 1층 (화북일동)",6,4.6,83,4.66,제주시,제주
제주명태어장삼화,호프,영업,제주특별자치도 제주시 화북일동 18-6번지 ,"제주특별자치도 제주시 화삼북로 45, 1층 (화북일동)",3,4.0,146,4.43,제주시,제주
춘천명동닭갈비아라,한식,영업,제주특별자치도 제주시 아라이동 3027-10번지 ,"제주특별자치도 제주시 중앙로 517, 1층 (아라이동)",6,3.2,115,4.34,제주시,제주
제주제라진통닭,고기,영업,제주특별자치도 제주시 이도이동 1943-2번지 ,"제주특별자치도 제주시 신설로 3, 1층 (이도이동)",4,3.3,58,4.41,제주시,제주
싱싱회센타,해산물,영업,제주특별자치도 제주시 일도일동 1103번지 ,"제주특별자치도 제주시 동문로4길 9, 2-8,9,3-10호 (일도일동)",33,2.4,326,4.09,제주시,제주
한라생얼큰이,호프,영업,제주특별자치도 제주시 이도이동 408-13번지 ,제주특별자치도 제주시 천수로6길 11 (이도이동),4,5.0,99,4.6,제주시,제주
대학로황가네,한식,영업,제주특별자치도 제주시 이도이동 1181-9번지 ,제주특별자치도 제주시 광양13길 8 (이도이동),3,5.0,55,4.72,제주시,제주
허벅식당,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3645-4 ,제주특별자치도 제주시 구좌읍 세평항로 26,7,3.8,239,4.53,제주시,구좌
김사장네명태조림,해산물,영업,제주특별자치도 제주시 노형동 2511-6번지 ,"제주특별자치도 제주시 수덕11길 66, 1층 (노형동)",12,4.9,125,4.47,제주시,제주
황고집,한식,영업,제주특별자치도 제주시 이도이동 1957-8 ,제주특별자치도 제주시 신설로9길 26-17 (이도이동),6,4.4,218,4.36,제주시,제주
제주클레르드륀,호프,영업,제주특별자치도 제주시 애월읍 고내리 565-1번지 ,"제주특별자치도 제주시 애월읍 고내로11길 14, 1층",5,5.0,399,4.82,제주시,애월
두찜제주일도,고기,영업,제주특별자치도 제주시 일도이동 378-3 ,"제주특별자치도 제주시 고마로 90, 1층 (일도이동)",14,3.0,80,4.74,제주시,제주
태산봉,한식,영업,제주특별자치도 제주시 일도일동 1048-6번지 ,제주특별자치도 제주시 성지로 67-1 (일도일동),1,5.0,139,4.26,제주시,제주
칠성뷔페,뷔페,영업,제주특별자치도 제주시 일도일동 1298-28번지 ,"제주특별자치도 제주시 관덕로11길 17, 4층 (일도일동)",43,3.3,508,4.33,제주시,제주
엄지횟집,해산물,영업,제주특별자치도 제주시 노형동 1039-8번지 ,"제주특별자치도 제주시 월랑로12길 11, 1층 (노형동)",29,4.0,61,4.1,제주시,제주
할라라운지,경양식,영업,제주특별자치도 제주시 이도이동 1186-2 ,제주특별자치도 제주시 신성로13길 28 (이도이동),15,3.7,81,4.55,제주시,제주
김녕장터국수,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1223-5번지 ,"제주특별자치도 제주시 구좌읍 김녕로21길 8, 1층",8,4.7,104,4.05,제주시,구좌
쿠쿤,경양식,영업,제주특별자치도 제주시 구좌읍 평대리 1878번지 ,"제주특별자치도 제주시 구좌읍 평대2길 17, 1층",2,5.0,326,4.84,제주시,구좌
트라이던트,호프,영업,제주특별자치도 제주시 애월읍 애월리 2154-1 ,"제주특별자치도 제주시 애월읍 애월로 44, 1층",0,1.0,55,4.0,제주시,애월
해동이네,한식,영업,제주특별자치도 제주시 건입동 872-1번지 ,제주특별자치도 제주시 임항로 242 (건입동),0,4.4,98,4.66,제주시,제주
네네치킨도남,호프,영업,제주특별자치도 제주시 도남동 76-2번지 청양림연립주택 101호 ,"제주특별자치도 제주시 독짓골4길 11, 101호 (도남동)",1,3.0,76,4.4,제주시,제주
무시로,호프,영업,제주특별자치도 제주시 이도이동 1765-20번지 ,"제주특별자치도 제주시 서광로32길 28-1, 2층 (이도이동)",19,4.1,81,4.37,제주시,제주
화연,중식,영업,제주특별자치도 제주시 연동 263-6번지 ,"제주특별자치도 제주시 신광로 78, 1층 (연동)",4,4.6,64,4.51,제주시,제주
걸리버여행기,분식,영업,제주특별자치도 제주시 우도면 연평리 1747-4번지 외1필지(1층) ,제주특별자치도 제주시 우도면 우도로 1 (외1필지(1층)),37,1.7,732,4.05,제주시,우도
오키나와,일식,영업,제주특별자치도 제주시 노형동 747-1 ,제주특별자치도 제주시 진군중길 2 (노형동),12,4.4,147,4.34,제주시,제주
제주정가네밥상,한식,영업,제주특별자치도 제주시 아라일동 2082-1 ,"제주특별자치도 제주시 아란서길 110, 지하1층 (아라일동)",43,2.9,637,4.41,제주시,제주
가리본가광양,한식,영업,제주특별자치도 제주시 삼도일동 319-8 ,제주특별자치도 제주시 서사로19길 42 (삼도일동),4,3.2,239,4.25,제주시,제주
꼬꼬앤쿡,호프,영업,제주특별자치도 제주시 삼도일동 535-19 ,제주특별자치도 제주시 서광로 223 (삼도일동),1,4.3,99,4.26,제주시,제주
목커리해물칼국수,한식,영업,제주특별자치도 제주시 애월읍 고내리 833-1번지 ,"제주특별자치도 제주시 애월읍 일주서로 6365, 1층",18,4.2,122,4.31,제주시,애월
신전떡볶이시청,한식,영업,제주특별자치도 제주시 이도이동 1778-1번지 ,"제주특별자치도 제주시 서광로32길 6, 2층 (이도이동)",1,5.0,146,4.48,제주시,제주
성아시,한식,영업,제주특별자치도 제주시 한림읍 금능리 1439번지 ,"제주특별자치도 제주시 한림읍 금능길 68, 1층",63,2.8,398,4.33,제주시,한림
푸동,분식,영업,제주특별자치도 제주시 노형동 919-4번지 ,"제주특별자치도 제주시 원노형2길 22, 101호 (노형동)",8,3.9,130,4.43,제주시,제주
진낙지앤,일식,영업,제주특별자치도 제주시 연동 1518-9번지 ,제주특별자치도 제주시 연화로2길 31 (연동),10,3.7,70,4.5,제주시,제주
춘천명동닭갈비노형,한식,영업,제주특별자치도 제주시 노형동 1042-8번지 ,제주특별자치도 제주시 월랑로 46 (노형동),1,3.3,57,4.09,제주시,제주
마지막해녀,한식,영업,제주특별자치도 제주시 이도이동 1068-1번지 ,제주특별자치도 제주시 남광북1길 36-1 (이도이동),1,4.6,70,4.28,제주시,제주
마메종,경양식,영업,제주특별자치도 제주시 연동 280-25번지 ,제주특별자치도 제주시 신대로8길 40 (연동),7,4.2,76,4.29,제주시,제주
제주도의푸른밤,한식,영업,제주특별자치도 제주시 구좌읍 월정리 1098 ,제주특별자치도 제주시 구좌읍 월행남길 96-1,26,4.4,103,4.6,제주시,구좌
돈잇수다,한식,영업,제주특별자치도 제주시 연동 1515-3번지 ,"제주특별자치도 제주시 연화로2길 17-7, 1층 (연동)",5,4.7,77,4.88,제주시,제주
타오,카페,영업,제주특별자치도 제주시 조천읍 와산리 1559-18번지 ,"제주특별자치도 제주시 조천읍 함와로 566-27, 114동 1층",0,4.2,57,4.56,제주시,조천
슈가바당,카페,영업,제주특별자치도 제주시 구좌읍 평대리 1977-3번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1166, 1~2층",4,4.7,188,4.37,제주시,구좌
루트17,한식,영업,제주특별자치도 제주시 용담일동 382-18 ,"제주특별자치도 제주시 동한두기길 3-16, 1층 (용담일동)",23,4.6,157,4.59,제주시,제주
달콤다락,분식,영업,제주특별자치도 제주시 일도일동 1102-3번지 ,"제주특별자치도 제주시 동문로4길 17, 1층 (일도일동)",2,0.0,1278,4.44,제주시,제주
죽마고우,한식,영업,제주특별자치도 제주시 연동 1532-3 ,제주특별자치도 제주시 연화로2길 20 (연동),10,4.6,78,4.28,제주시,제주
로타리식당,한식,영업,제주특별자치도 제주시 구좌읍 송당리 1376-3번지 ,"제주특별자치도 제주시 구좌읍 중산간동로 2266, 1층",8,3.9,111,4.28,제주시,구좌
뻘쭈,한식,영업,제주특별자치도 제주시 이도이동 1771-3 ,"제주특별자치도 제주시 신성로13길 4, 1층 (이도이동)",0,0.0,115,4.44,제주시,제주
난타5000피자아라,패스트푸드,영업,제주특별자치도 제주시 아라일동 1698-28번지 제1호(1층) ,"제주특별자치도 제주시 중앙로 581 (아라일동,제1호(1층))",1,2.2,57,4.53,제주시,제주
뽀글뽀글,한식,영업,제주특별자치도 제주시 건입동 1308번지 ,"제주특별자치도 제주시 임항로 60, 1층 (건입동)",13,3.5,117,4.25,제주시,제주
동귀포구식당,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 1563-7 ,"제주특별자치도 제주시 애월읍 하귀14길 4, 2층",6,4.3,64,4.41,제주시,애월
자담치킨삼도,호프,영업,제주특별자치도 제주시 삼도일동 701-10번지 ,"제주특별자치도 제주시 전농로 33, 1층 (삼도일동)",0,5.0,74,4.29,제주시,제주
어머니와장독대노형,한식,영업,제주특별자치도 제주시 노형동 2860번지 제주시농협하나로유통센터 ,"제주특별자치도 제주시 월광로 77, 제주시농협하나로유통센터 2층 (노형동)",50,3.2,259,4.18,제주시,제주
징기스이도,고기,영업,제주특별자치도 제주시 아라이동 3012-9 ,"제주특별자치도 제주시 승천로 68, 1층 (아라이동)",26,3.6,106,4.64,제주시,제주
수다뜰,한식,영업,제주특별자치도 제주시 봉개동 389번지 ,제주특별자치도 제주시 명림로 164 (봉개동),10,4.6,61,3.97,제주시,제주
협재뷰깡패,한식,영업,제주특별자치도 제주시 한림읍 협재리 1728 ,"제주특별자치도 제주시 한림읍 협재1길 1, 2층",0,0.0,147,4.67,제주시,한림
가람,한식,영업,제주특별자치도 제주시 도남동 684-1 ,"제주특별자치도 제주시 복지로북길 4, 1층 (도남동)",1,2.7,117,4.12,제주시,제주
족풍,한식,영업,제주특별자치도 제주시 아라일동 6126번지 ,"제주특별자치도 제주시 인다11길 24, 1층 (아라일동)",20,4.2,85,4.43,제주시,제주
지호,한식,영업,제주특별자치도 제주시 외도일동 550-6 (우정동5로10) ,"제주특별자치도 제주시 우정로11길 10 (외도일동,(우정동5로10))",12,4.4,150,4.23,제주시,제주
본죽앤비빔밥제주삼화,한식,영업,제주특별자치도 제주시 도련일동 1972-2번지 ,"제주특별자치도 제주시 건주로 43, 1층 (도련일동)",2,3.4,238,4.32,제주시,제주
제주멜즈,한식,영업,제주특별자치도 제주시 한림읍 협재리 1433-1번지 ,"제주특별자치도 제주시 한림읍 협재1길 63, 1층",27,4.7,215,4.73,제주시,한림
바삭시청,경양식,영업,제주특별자치도 제주시 이도이동 1765-9번지 ,"제주특별자치도 제주시 서광로32길 32, 2층 (이도이동)",18,2.9,118,4.39,제주시,제주
신토불이수산,해산물,영업,제주특별자치도 제주시 노형동 2514-6 ,"제주특별자치도 제주시 정존3길 25, 1~2층 (노형동)",40,3.2,67,4.33,제주시,제주
담또와,카페,영업,제주특별자치도 제주시 구좌읍 월정리 593 ,"제주특별자치도 제주시 구좌읍 월정1길 62, 1층",0,4.3,246,4.88,제주시,구좌
맛난사계절,한식,영업,제주특별자치도 제주시 조천읍 신촌리 2214-3번지 ,"제주특별자치도 제주시 조천읍 신촌3길 38, 1층",4,4.9,62,4.26,제주시,조천
소담선,한식,영업,제주특별자치도 제주시 화북일동 1984-7 ,제주특별자치도 제주시 진남로6길 3 (화북일동),3,5.0,130,4.84,제주시,제주
윈드스테이,카페,영업,제주특별자치도 제주시 내도동 463 ,"제주특별자치도 제주시 테우해안로 64, 1층 (내도동)",14,4.1,118,4.48,제주시,제주
와흘미가,한식,영업,제주특별자치도 제주시 조천읍 와흘리 2569번지 ,제주특별자치도 제주시 조천읍 와흘리 2569번지 ,5,4.4,120,4.63,제주시,조천
은혜중화요리,중식,영업,제주특별자치도 제주시 아라일동 6117-2번지 ,"제주특별자치도 제주시 인다2길 20, 1층 (아라일동)",1,3.0,132,4.22,제주시,제주
제주분식,한식,영업,제주특별자치도 제주시 연동 311-2번지 (1층) ,"제주특별자치도 제주시 귀아랑길 23 (연동,(1층))",84,2.0,495,4.31,제주시,제주
네네치킨아라,호프,영업,제주특별자치도 제주시 아라일동 6082-3번지 ,"제주특별자치도 제주시 중앙로 578, 109동 1층 7호 (아라일동)",0,3.7,118,4.46,제주시,제주
조마루뼈다귀시청,한식,영업,제주특별자치도 제주시 이도이동 1186-10 ,"제주특별자치도 제주시 광양14길 9, 1층 (이도이동)",3,3.2,144,4.27,제주시,제주
유생식당,한식,영업,제주특별자치도 제주시 이도이동 1076-18번지 (1층) ,제주특별자치도 제주시 남광북5길 25 (이도이동),7,4.8,102,4.37,제주시,제주
슌앤스시,일식,영업,제주특별자치도 제주시 노형동 2581-4번지 ,"제주특별자치도 제주시 수덕로 4, 1층 (노형동)",9,3.0,121,4.47,제주시,제주
미향해장국한림,한식,영업,제주특별자치도 제주시 한림읍 한림리 977-4 ,"제주특별자치도 제주시 한림읍 한림상로 164, 1층",13,4.5,116,4.35,제주시,한림
매니아불닭용담,호프,영업,제주특별자치도 제주시 용담이동 623-23번지 (1층) ,제주특별자치도 제주시 흥운길 3 (용담이동),6,4.0,50,4.15,제주시,제주
참살이정육식당,고기,영업,제주특별자치도 제주시 일도이동 367-10번지 (1층) ,제주특별자치도 제주시 고마로14길 14 (일도이동),5,3.7,51,4.24,제주시,제주
헝그리닭발포차,호프,영업,제주특별자치도 제주시 노형동 1065-8번지 (1층) ,제주특별자치도 제주시 월랑로4길 3 (노형동),7,4.3,84,4.4,제주시,제주
오야짬뽕,중식,영업,제주특별자치도 제주시 봉개동 2423번지 ,"제주특별자치도 제주시 아봉로 761, 1층 (봉개동)",3,4.1,164,4.56,제주시,제주
연우네,한식,영업,제주특별자치도 제주시 노형동 139-3 외1필지(139-3) ,제주특별자치도 제주시 은수길 110 (노형동),40,3.0,509,4.22,제주시,제주
은혜성,중식,영업,제주특별자치도 제주시 내도동 311-3 ,"제주특별자치도 제주시 도근내길 98, 1층 (내도동)",3,3.8,86,4.31,제주시,제주
뱃도새기함덕,한식,영업,제주특별자치도 제주시 조천읍 함덕리 4156-2 ,제주특별자치도 제주시 조천읍 함와로 7,0,0.0,593,4.51,제주시,조천
산아,한식,영업,제주특별자치도 제주시 이도이동 2002-13번지 ,"제주특별자치도 제주시 구남로6길 19, 1층 (이도이동)",3,4.2,58,4.69,제주시,제주
육고깃집,한식,영업,제주특별자치도 제주시 한림읍 한림리 942-6번지 ,제주특별자치도 제주시 한림읍 한림중앙로 36,80,3.0,228,4.46,제주시,한림
교촌치킨삼양화북,호프,영업,제주특별자치도 제주시 화북일동 1023-2번지 ,제주특별자치도 제주시 화삼북로2길 32 (화북일동),0,2.3,250,4.12,제주시,제주
조우하다,고기,영업,제주특별자치도 제주시 영평동 2669-4번지 ,"제주특별자치도 제주시 연신로 157, 1층 (영평동)",18,4.6,57,4.51,제주시,제주
아끈식당,카페,영업,제주특별자치도 제주시 조천읍 신촌리 2204번지 ,"제주특별자치도 제주시 조천읍 신촌북2길 31-3, 1층",0,0.0,210,4.63,제주시,조천
둥지,호프,영업,제주특별자치도 제주시 연동 272-38 ,"제주특별자치도 제주시 신대로14길 50, 1층 (연동)",7,4.7,73,4.61,제주시,제주
딤섬9898,한식,영업,제주특별자치도 제주시 노형동 0 노형2지구5블럭9로트 ,"제주특별자치도 제주시 노형8길 17, 1층 (노형동)",77,3.0,289,4.38,제주시,제주
복여네돈까스,한식,영업,제주특별자치도 제주시 우도면 연평리 880-2번지 ,"제주특별자치도 제주시 우도면 우도로 323, 1층 제2호",7,4.7,120,4.64,제주시,우도
비에이치씨도남,한식,영업,제주특별자치도 제주시 도남동 66-2 ,"제주특별자치도 제주시 도남로 103, 1층 (도남동)",6,3.7,156,4.54,제주시,제주
죽성고을,한식,영업,제주특별자치도 제주시 오등동 455-4 ,"제주특별자치도 제주시 한북로 176, 1층 (오등동)",18,2.8,414,4.21,제주시,제주
달빛에구운고등어,뷔페,영업,제주특별자치도 제주시 이도이동 1986-8 ,"제주특별자치도 제주시 중앙로 381, 1층 (이도이동)",0,0.0,246,4.55,제주시,제주
하루하나,카페,영업,제주특별자치도 제주시 애월읍 장전리 201-1번지 (1층) ,"제주특별자치도 제주시 애월읍 장전로 155, 1층",10,5.0,98,4.88,제주시,애월
바다는김녕,카페,영업,제주특별자치도 제주시 구좌읍 김녕리 1270-3번지 ,"제주특별자치도 제주시 구좌읍 김녕로21길 25, 가동 1층",6,4.6,148,4.35,제주시,구좌
시월,일식,영업,제주특별자치도 제주시 이도이동 1989-9번지 ,"제주특별자치도 제주시 남광로2길 21, 1층 (이도이동)",0,0.0,282,4.47,제주시,제주
신제주삼보,한식,영업,제주특별자치도 제주시 연동 293-23 ,제주특별자치도 제주시 신대로16길 10 (연동),9,4.4,79,4.43,제주시,제주
다시정식당,한식,영업,제주특별자치도 제주시 애월읍 곽지리 1622-47 ,제주특별자치도 제주시 애월읍 곽지9길 45,14,2.0,76,4.51,제주시,애월
오식당,한식,영업,제주특별자치도 제주시 용담이동 675-2번지 ,"제주특별자치도 제주시 용문로 113, 1층 (용담이동)",10,4.9,51,4.52,제주시,제주
미소정,고기,영업,제주특별자치도 제주시 조천읍 와흘리 126-1 ,"제주특별자치도 제주시 조천읍 남조로 2347, 다동 1층",1,5.0,68,4.56,제주시,조천
토끼가거북이보다빠르다,한식,영업,제주특별자치도 제주시 외도일동 539-30 ,"제주특별자치도 제주시 우정로12길 23, 1층 (외도일동)",1,4.5,50,4.31,제주시,제주
시로코,고기,영업,제주특별자치도 제주시 용담삼동 1006 ,"제주특별자치도 제주시 용마서1길 27-7, 1층 (용담삼동)",26,3.5,190,4.47,제주시,제주
일품순두부삼화,한식,영업,제주특별자치도 제주시 삼양이동 2176-14번지 ,"제주특별자치도 제주시 삼봉로2길 54, 1층 (삼양이동)",11,3.1,542,4.42,제주시,제주
별난닭곰탕집,한식,영업,제주특별자치도 제주시 한림읍 한림리 970-6번지 ,제주특별자치도 제주시 한림읍 강구로 1,20,4.6,158,4.29,제주시,한림
쇠소깍횟집,해산물,영업,제주특별자치도 제주시 일도이동 50-13 ,"제주특별자치도 제주시 연수로4길 1, 1층 (일도이동)",12,4.7,144,4.44,제주시,제주
가리본가노형,고기,영업,제주특별자치도 제주시 노형동 2588-7번지 ,제주특별자치도 제주시 수덕9길 84 (노형동),25,4.4,110,4.3,제주시,제주
화진전복,해산물,영업,제주특별자치도 제주시 삼도이동 1201번지 ,"제주특별자치도 제주시 무근성길 2, 1층 (삼도이동)",4,4.2,52,4.29,제주시,제주
꽁지식당,한식,영업,제주특별자치도 제주시 이도이동 1058-3번지 ,제주특별자치도 제주시 고산동산5길 6 (이도이동),3,3.4,55,4.6,제주시,제주
올래어촌,해산물,영업,제주특별자치도 제주시 이호일동 1700-4 ,제주특별자치도 제주시 테우해안로 166 (이호일동),29,2.7,167,4.2,제주시,제주
황금돈가,한식,영업,제주특별자치도 제주시 연동 1500 (1층) ,"제주특별자치도 제주시 국기로2길 4 (연동,(1층))",27,5.0,272,4.5,제주시,제주
라토커피제주,한식,영업,제주특별자치도 제주시 이도이동 1769-15번지 (진미2로32) ,"제주특별자치도 제주시 광양10길 20 (이도이동,(진미2로32))",111,2.8,393,4.47,제주시,제주
자담치킨이도,한식,영업,제주특별자치도 제주시 이도이동 1994-5 ,"제주특별자치도 제주시 남광로 16, 1층 (이도이동)",0,0.0,240,4.49,제주시,제주
더육정육식당,고기,영업,제주특별자치도 제주시 노형동 3805-5번지 ,"제주특별자치도 제주시 노형3길 3, 1층 (노형동)",589,3.2,469,4.73,제주시,제주
로빈앤블루,카페,영업,제주특별자치도 제주시 우도면 연평리 685 ,"제주특별자치도 제주시 우도면 우도해안길 856, 1층",17,3.0,181,4.38,제주시,우도
이승굴닭해장국,한식,영업,제주특별자치도 제주시 애월읍 광령리 2981-1번지 ,"제주특별자치도 제주시 애월읍 하광로 515, 지하1층",8,3.8,105,4.2,제주시,애월
협재술시,일식,영업,제주특별자치도 제주시 한림읍 협재리 2527번지 ,"제주특별자치도 제주시 한림읍 협재2길 12, 1층",15,0.0,167,4.5,제주시,한림
오름지기,한식,영업,제주특별자치도 제주시 조천읍 선흘리 475-82번지 ,제주특별자치도 제주시 조천읍 선흘리 475-82번지 ,2,4.5,84,4.35,제주시,조천
고전떡볶이,분식,영업,제주특별자치도 제주시 삼도이동 886-1번지 ,제주특별자치도 제주시 무근성5길 2 (삼도이동),18,2.0,62,4.0,제주시,제주
굽네치킨화북삼양,호프,영업,제주특별자치도 제주시 화북일동 1982-9번지 ,제주특별자치도 제주시 진동로1길 13 (화북일동),0,4.7,71,4.62,제주시,제주
신엄시골밥집,고기,영업,제주특별자치도 제주시 애월읍 신엄리 1301-1번지 ,제주특별자치도 제주시 애월읍 신엄리 1301-1번지 ,1,4.8,59,4.51,제주시,애월
조천항아리식당,한식,영업,제주특별자치도 제주시 조천읍 조천리 2532 ,제주특별자치도 제주시 조천읍 신북로 225,150,4.7,8437,4.79,제주시,조천
본죽중앙,한식,영업,제주특별자치도 제주시 이도일동 1452-4번지 (중앙로 81)외 1필지 ,"제주특별자치도 제주시 중앙로 87 (이도일동,(중앙로 81)외 1필지)",0,2.4,109,4.35,제주시,제주
봉그랑김밥,한식,영업,제주특별자치도 제주시 구좌읍 세화리 1538-2번지 ,"제주특별자치도 제주시 구좌읍 구좌로 34, 1층",4,4.4,75,4.2,제주시,구좌
면뽑는선생만두빚는아내,뷔페,영업,제주특별자치도 제주시 한림읍 협재리 1398번지 ,"제주특별자치도 제주시 한림읍 옹포2길 10, 지하1층",1,0.0,847,4.41,제주시,한림
지정,한식,영업,제주특별자치도 제주시 용담이동 930-25번지 (성화로13) ,"제주특별자치도 제주시 성화로 30 (용담이동,(성화로13))",10,3.9,88,4.54,제주시,제주
한끼맛있다제주시청,카페,영업,제주특별자치도 제주시 이도이동 1768-20 ,제주특별자치도 제주시 광양14길 2 (이도이동),45,2.8,167,4.2,제주시,제주
히츠야,한식,영업,제주특별자치도 제주시 구좌읍 월정리 583-1 ,"제주특별자치도 제주시 구좌읍 월정1길 54-11, 1층",7,4.6,96,4.72,제주시,구좌
우리뜰,한식,영업,제주특별자치도 제주시 한림읍 한림리 1327-16 101호,"제주특별자치도 제주시 한림읍 한림로5길 26-1, 101호",69,2.8,132,3.83,제주시,한림
포베이이도,외국요리,영업,제주특별자치도 제주시 이도이동 1979-15번지 ,제주특별자치도 제주시 구남동5길 22 (이도이동),7,3.0,195,4.43,제주시,제주
해짓골국수,한식,영업,제주특별자치도 제주시 건입동 1390번지 ,"제주특별자치도 제주시 관덕로15길 31, 1층 (건입동)",9,4.1,121,4.05,제주시,제주
청년다방외도,분식,영업,제주특별자치도 제주시 외도일동 551-8번지 ,"제주특별자치도 제주시 우정로15길 29, 1층 (외도일동)",1,2.8,125,4.13,제주시,제주
설농옥하귀,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 1566-18 ,"제주특별자치도 제주시 애월읍 하귀14길 1, 1층",3,5.0,96,4.39,제주시,애월
제주바당,한식,영업,제주특별자치도 제주시 연동 256-10번지 뉴전원빌라 ,"제주특별자치도 제주시 연동4길 28-16, 1층 101호 (연동, 뉴전원빌라)",29,3.9,166,4.57,제주시,제주
산방식당,한식,영업,제주특별자치도 제주시 이도이동 1999-12 ,제주특별자치도 제주시 구남로8길 10-5 (이도이동),122,3.4,1002,4.36,제주시,제주
근고기세상,고기,영업,제주특별자치도 제주시 일도일동 1103번지 ,"제주특별자치도 제주시 동문로4길 9, 1층 1-15,3-7호 (일도일동, 동문공설시장)",19,3.0,211,4.3,제주시,제주
고소한오향족발,호프,영업,제주특별자치도 제주시 조천읍 함덕리 996-2번지 (1층) ,제주특별자치도 제주시 조천읍 함덕16길 7,2,4.7,96,4.55,제주시,조천
하빌리스,카페,영업,제주특별자치도 제주시 삼도일동 701-5번지 ,"제주특별자치도 제주시 전농로 37, 1층 (삼도일동)",0,0.0,238,4.41,제주시,제주
인생극장,한식,영업,제주특별자치도 제주시 일도이동 380-2번지 ,"제주특별자치도 제주시 고마로16길 9, 1층 (일도이동)",1,3.9,107,4.22,제주시,제주
달콤한닭강정,패스트푸드,영업,제주특별자치도 제주시 이도이동 1058-12번지 (1층) ,제주특별자치도 제주시 연삼로 395 (이도이동),1,3.8,75,4.04,제주시,제주
