사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
구좌모메존흑돼지,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3645-8 ,"제주특별자치도 제주시 구좌읍 세화1길 17, 1층",89,4.2,228
해모둠,일식,영업,제주특별자치도 제주시 이도이동 408-15 ,제주특별자치도 제주시 청귤로3길 53 (이도이동),1,3.0,4
조마루뼈다귀연동점,한식,영업,제주특별자치도 제주시 연동 282-1 (삼무로39) ,"제주특별자치도 제주시 삼무로 52 (연동,(삼무로39))",2,0.0,0
바캉스,한식,영업,제주특별자치도 제주시 조천읍 함덕리 286-20번지 외1필지(1층) ,제주특별자치도 제주시 조천읍 신북로 595,5,5.0,4
삼둥이치맥,호프,영업,제주특별자치도 제주시 용담삼동 519-2 ,"제주특별자치도 제주시 용마로4길 5-3, 1층 (용담삼동)",0,0,0
가희카페,카페,영업,제주특별자치도 제주시 삼도이동 803-23 ,"제주특별자치도 제주시 남성로 141, 지하1층 (삼도이동)",0,0.0,0
정실에서,경양식,영업,제주특별자치도 제주시 오라이동 781 ,"제주특별자치도 제주시 정실1길 1, 1층 (오라이동)",0,0,0
남가네설악추어탕아라점,한식,영업,제주특별자치도 제주시 아라이동 1573-3 ,"제주특별자치도 제주시 아봉로 5, 1층 (아라이동)",1,2.5,2
제주영롱가,한식,영업,제주특별자치도 제주시 아라일동 1814 ,"제주특별자치도 제주시 인다15길 16, 지1층 (아라일동)",44,3.0,34
제주광어천국,중식,영업,제주특별자치도 제주시 한림읍 협재리 2514-1번지 ,"제주특별자치도 제주시 한림읍 한림로 332-1, 1층",0,0,0
맛도나,한식,영업,제주특별자치도 제주시 연동 283-25 ,"제주특별자치도 제주시 연동11길 42, 1층 (연동)",0,5.0,1
에버그린돈까스,한식,영업,제주특별자치도 제주시 애월읍 애월리 2162-3 ,"제주특별자치도 제주시 애월읍 애월로 40, 1층",25,2.9,24
은혜전복,한식,영업,제주특별자치도 제주시 애월읍 애월리 2528 ,"제주특별자치도 제주시 애월읍 애월로1길 24-3, 1층","1,011",3.8,133
옛날밥상,한식,영업,"제주특별자치도 제주시 애월읍 애월리 2467 외5필지(2464,2464-6,2465-4,2465-9,2467-4) ","제주특별자치도 제주시 애월읍 애월로 11, 제1동 지하1층",15,4.4,40
고래콩물,한식,영업,제주특별자치도 제주시 노형동 2578-9번지 ,"제주특별자치도 제주시 달마루길 10-5, 1층 (노형동)",14,4.1,19
담이자카야,일식,영업,제주특별자치도 제주시 연동 258 ,"제주특별자치도 제주시 연동4길 36, 107,108호 (연동)",19,4.6,18
정담오리회전숯불구이,고기,영업,제주특별자치도 제주시 외도일동 626-1번지 ,"제주특별자치도 제주시 우령서로 73, 2층 (외도일동)",3,5.0,7
버거스테이지제주지사1,호프,영업,제주특별자치도 제주시 이도이동 1772-4 ,"제주특별자치도 제주시 광양8길 1-4, 1층 (이도이동)",0,0,0
동아리화북주공점,호프,영업,제주특별자치도 제주시 화북일동 1229번지 (동화로6) ,"제주특별자치도 제주시 동화로 6 (화북일동,(동화로6))",0,0,0
섬마당갈비,한식,영업,제주특별자치도 제주시 일도이동 1043-36 (1층) ,제주특별자치도 제주시 신산로8길 40 (일도이동),1,5.0,3
조마루뼈다귀일도지구점,한식,영업,제주특별자치도 제주시 일도이동 52-8 ,제주특별자치도 제주시 연수로3길 5 (일도이동),0,0,0
별연동삼계탕,한식,영업,제주특별자치도 제주시 연동 314-7 (1층) ,제주특별자치도 제주시 선덕로 12 (연동),0,5.0,2
곰보숯불갈비,고기,영업,제주특별자치도 제주시 노형동 2586-1 ,제주특별자치도 제주시 광평동로 40 (노형동),25,4.0,7
래용,일식,영업,제주특별자치도 제주시 외도일동 449-1 제웅1차솔내음빌리지 103호,제주특별자치도 제주시 우정로 17 (외도일동),4,3.5,6
봉구통닭제주인제점,한식,영업,제주특별자치도 제주시 일도이동 68 ,제주특별자치도 제주시 연수로3길 4 (일도이동),7,5.0,1
제주돈오리,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 142-2번지 ,"제주특별자치도 제주시 애월읍 하귀5길 14, 1층",0,0,0
정육마당,고기,영업,제주특별자치도 제주시 오라일동 2454-2번지 ,"제주특별자치도 제주시 서사로 183, 1~2층 (오라일동)",1,3.7,3
삽교곱창,경양식,영업,제주특별자치도 제주시 노형동 930-16 ,"제주특별자치도 제주시 원노형6길 3-1, 1층 (노형동)",0,0,0
땅땅치킨연동점,호프,영업,제주특별자치도 제주시 연동 273-35 ,"제주특별자치도 제주시 연동7길 35, 1층 (연동)",2,3.7,3
승범이네집,해산물,영업,제주특별자치도 제주시 노형동 1042-3 (월랑로68) ,"제주특별자치도 제주시 월랑로 56-1 (노형동,(월랑로68))",0,5.0,1
오래옥,한식,영업,제주특별자치도 제주시 연동 283-11 ,제주특별자치도 제주시 신대로16길 36 (연동),28,3.4,8
바다수산,한식,영업,제주특별자치도 제주시 일도이동 357-14 ,제주특별자치도 제주시 동광로 135 (일도이동),3,3.8,4
자성화맛집코다리네낙원점,해산물,영업,제주특별자치도 제주시 오등동 460-2 ,"제주특별자치도 제주시 한북로 163, 1층 (오등동)",3,4.7,3
큰돈물식당,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1015 ,"제주특별자치도 제주시 조천읍 신북로 491-1, 2층",8,4.9,42
조림전문점제주,해산물,영업,제주특별자치도 제주시 조천읍 함덕리 4152-4번지 ,"제주특별자치도 제주시 조천읍 신북로 624, 1층",11,4.8,24
가로수길마루,한식,영업,제주특별자치도 제주시 애월읍 애월리 2467 ,"제주특별자치도 제주시 애월읍 애월로 11, 제1동 1층",72,2.4,10
제주서서갈비,고기,영업,제주특별자치도 제주시 노형동 2419 ,"제주특별자치도 제주시 광평동로 39, 1층 (노형동)",27,3.0,13
한양춘향노형점,술집,영업,제주특별자치도 제주시 노형동 721-2번지 ,"제주특별자치도 제주시 과원북4길 17, 101호 (노형동)",0,0,0
주식회사옥만이네,한식,영업,제주특별자치도 제주시 한림읍 한림리 1314-29 ,"제주특별자치도 제주시 한림읍 한림해안로 160, 1층",188,4.0,103
은진이네식당,한식,영업,제주특별자치도 제주시 도두일동 2626-5 ,제주특별자치도 제주시 서해안로 161 (도두일동),0,2.0,1
남문숯불바베큐엔치킨도남점,호프,영업,제주특별자치도 제주시 도남동 918-7 ,제주특별자치도 제주시 도남로 45 (도남동),0,2.5,2
정이가네가든,한식,영업,제주특별자치도 제주시 애월읍 하가리 1595 ,제주특별자치도 제주시 애월읍 하가로 219,1,0.0,0
월정와인,카페,영업,제주특별자치도 제주시 구좌읍 월정리 33번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 480-1, 1~2층",0,0.0,0
브로콜리,호프,영업,제주특별자치도 제주시 연동 271-24번지 ,"제주특별자치도 제주시 삼무로 49, 1층 (연동)",1,0.0,0
이올라니,카페,영업,제주특별자치도 제주시 용담일동 2814-12번지 ,"제주특별자치도 제주시 남성로8길 1, 1층 (용담일동)",54,3.6,25
평대전복,해산물,영업,제주특별자치도 제주시 구좌읍 평대리 515-9 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1254-2, 1층",73,4.5,85
하롱,외국요리,영업,제주특별자치도 제주시 아라이동 3009-5 ,"제주특별자치도 제주시 신설로11길 2-10, 1층 (아라이동)",11,3.8,11
외양간,한식,영업,제주특별자치도 제주시 연동 322-3 ,제주특별자치도 제주시 선덕로5길 13 (연동),0,2.8,4
제주해물통,한식,영업,제주특별자치도 제주시 조천읍 북촌리 362 ,제주특별자치도 제주시 조천읍 일주동로 1584,53,5.0,14
시조왕,한식,영업,제주특별자치도 제주시 삼도이동 802-16 (남성1로14) ,"제주특별자치도 제주시 남성로22길 8-1 (삼도이동,(남성1로14))",0,3.0,2
한림해장국,한식,영업,제주특별자치도 제주시 한림읍 한림리 1333-17 ,제주특별자치도 제주시 한림읍 문화길 5-10,3,4.0,2
탑동산호전복,한식,영업,제주특별자치도 제주시 삼도이동 1206 ,제주특별자치도 제주시 탑동로 59 (삼도이동),38,3.4,36
제주한마음해장국,한식,영업,제주특별자치도 제주시 이도이동 257-6 ,"제주특별자치도 제주시 연신로 51, 1층 (이도이동)",0,5.0,1
모두락 화로구이,한식,영업,제주특별자치도 제주시 삼양이동 2135-6 ,제주특별자치도 제주시 지석13길 3 (삼양이동),2,4.3,6
조마루뼈다귀용담점,한식,영업,제주특별자치도 제주시 용담이동 358-22 ,제주특별자치도 제주시 흥운길 20 (용담이동),1,2.0,2
말한마리가든,고기,영업,제주특별자치도 제주시 연동 2526-4 ,제주특별자치도 제주시 도령로 190 (연동),5,4.0,3
함덕주막,술집,영업,제주특별자치도 제주시 조천읍 함덕리 955-8 ,"제주특별자치도 제주시 조천읍 함덕로 20, 1층",102,4.0,1
제주세렌디피티,카페,영업,제주특별자치도 제주시 일도이동 981-1번지 ,"제주특별자치도 제주시 동문로 100, 1층 (일도이동)",4,5.0,1
돈뜨락,한식,영업,제주특별자치도 제주시 도련일동 1672-1 ,"제주특별자치도 제주시 도련길 10, 1층 (도련일동)",6,5.0,3
전설의짬뽕하귀점,중식,영업,제주특별자치도 제주시 애월읍 하귀1리 195-18 ,"제주특별자치도 제주시 애월읍 하귀11길 15, 1층",13,2.0,21
크라운호프원노형점,한식,영업,제주특별자치도 제주시 노형동 937-11 ,"제주특별자치도 제주시 원노형로 54, 1층 (노형동)",3,5.0,1
티바두마리치킨외도점,호프,영업,제주특별자치도 제주시 외도일동 480-8번지 ,"제주특별자치도 제주시 절물3길 24, 1층 (외도일동)",0,0,0
용짜형뽕,한식,영업,제주특별자치도 제주시 용담이동 367-24 ,"제주특별자치도 제주시 용두암길 62, 1층 (용담이동)",0,3.7,6
어박사,해산물,영업,제주특별자치도 제주시 한림읍 동명리 1715 ,"제주특별자치도 제주시 한림읍 한림로 564, 1층",148,4.6,240
식당교래,한식,영업,제주특별자치도 제주시 조천읍 교래리 481-3번지 ,"제주특별자치도 제주시 조천읍 비자림로 655, 1층",14,4.7,41
파티올레키친,한식,영업,제주특별자치도 제주시 건입동 940-1번지 ,"제주특별자치도 제주시 임항로 80, 제6동 1층 (건입동)",0,0.0,0
푸른밤의해안속초식당,한식,영업,제주특별자치도 제주시 해안동 2397번지 ,"제주특별자치도 제주시 노형로 40, 1층 (해안동)",527,2.6,17
파주닭국수,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 249-1 ,"제주특별자치도 제주시 애월읍 일주서로 7206, 102동 1층 101호",6,3.8,23
꾸로부타,한식,영업,제주특별자치도 제주시 도남동 703-7 ,"제주특별자치도 제주시 복지로북길 21, 1층 (도남동)",0,2.0,1
다소니,중식,영업,제주특별자치도 제주시 이도일동 1707-8번지 ,"제주특별자치도 제주시 고전길 2, 1층 (이도일동)",0,0.0,0
부메랑,호프,영업,제주특별자치도 제주시 한림읍 한림리 1401-3 ,"제주특별자치도 제주시 한림읍 한림로 650, 2층",0,0,0
솥닭,한식,영업,제주특별자치도 제주시 도련일동 1963-8 ,"제주특별자치도 제주시 건주로4길 20, 1층 (도련일동)",11,3.2,13
남가네설악추어탕신제주점,한식,영업,제주특별자치도 제주시 노형동 3789-8 ,"제주특별자치도 제주시 노형9길 9, 1층 (노형동)",3,3.3,3
솜빡한돈,한식,영업,제주특별자치도 제주시 노형동 2664번지 1층 ,"제주특별자치도 제주시 월광로 87, 1층 (노형동)",0,0,0
삼남매식당,한식,영업,제주특별자치도 제주시 아라일동 6106-6번지 ,"제주특별자치도 제주시 인다9길 18, 1층 (아라일동)",14,4.9,20
까델아스,한식,영업,제주특별자치도 제주시 애월읍 신엄리 1099-1 ,제주특별자치도 제주시 애월읍 신엄9길 46,5,2.6,5
킴스커틀렛,경양식,영업,제주특별자치도 제주시 이도이동 2032-5 ,제주특별자치도 제주시 구남로4길 11 (이도이동),17,4.2,26
삼화왕갈비,고기,영업,제주특별자치도 제주시 화북일동 1017-2 B동 ,"제주특별자치도 제주시 화삼로1길 15, B동 1층 (화북일동)",0,5.0,1
탐나는 숯불갈비,고기,영업,제주특별자치도 제주시 일도이동 70-3 ,제주특별자치도 제주시 연삼로 529 (일도이동),26,5.0,8
조마루뼈다귀삼화지구점,한식,영업,제주특별자치도 제주시 화북이동 968 ,제주특별자치도 제주시 동화로 66 (화북이동),4,4.0,4
하이로드,한식,영업,제주특별자치도 제주시 구좌읍 종달리 4639 (1층) ,"제주특별자치도 제주시 구좌읍 용눈이오름로 641, 1층",0,0.0,0
경원해장국,한식,영업,제주특별자치도 제주시 일도이동 168-24 ,제주특별자치도 제주시 신산로 75 (일도이동),1,5.0,10
서은이네생고기,카페,영업,제주특별자치도 제주시 연동 274-30 101호,"제주특별자치도 제주시 연동8길 15, 1층 (연동)",16,4.7,17
홈즈,카페,영업,제주특별자치도 제주시 애월읍 유수암리 1402-1 ,제주특별자치도 제주시 애월읍 유수암로 226-20,49,3.2,10
오태식해바라기치킨,한식,영업,제주특별자치도 제주시 연동 290-11 ,제주특별자치도 제주시 연삼로 22 (연동),2,4.8,9
수목원집밥,한식,영업,제주특별자치도 제주시 연동 292-33 ,"제주특별자치도 제주시 삼무로 82, 1층 (연동)",10,4.1,18
제주메밀막국수함흥냉면,한식,영업,제주특별자치도 제주시 일도일동 1477-4 ,"제주특별자치도 제주시 관덕로15길 2, 1층 (일도일동)",0,1.0,1
제주애월한정식,한식,영업,제주특별자치도 제주시 애월읍 고내리 76-1 ,"제주특별자치도 제주시 애월읍 애월해안로 412, 지하1층",2,3.8,9
가본,한식,영업,제주특별자치도 제주시 건입동 1319-22 ,제주특별자치도 제주시 임항로 36-1 (건입동),1,5.0,5
별방촌,해산물,영업,제주특별자치도 제주시 구좌읍 하도리 3200-14 ,제주특별자치도 제주시 구좌읍 해맞이해안로 1480,25,4.1,29
이춘옥의원조고등어쌈밥,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 266-1 (1층) ,"제주특별자치도 제주시 애월읍 일주서로 7213, 1층","1,140",4.4,482
한라회센타,해산물,영업,제주특별자치도 제주시 일도이동 74-5 ,제주특별자치도 제주시 연삼로 540 (일도이동),25,4.4,18
화룡각,중식,영업,제주특별자치도 제주시 건입동 1158-1 제1호(1층) ,"제주특별자치도 제주시 산지로 13-1 (건입동, 제1호)",1,3.8,8
대관원,중식,영업,제주특별자치도 제주시 연동 312-54 ,제주특별자치도 제주시 신대로13길 3 (연동),4,3.7,14
신산명성,한식,영업,제주특별자치도 제주시 일도이동 165-20 ,제주특별자치도 제주시 삼성로 94 (일도이동),26,3.2,11
광양해장국,한식,영업,제주특별자치도 제주시 이도이동 1177-2 ,제주특별자치도 제주시 광양13길 25 (이도이동),16,3.5,14
