사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num
하효소머리국밥,한식,영업,제주특별자치도 제주시 아라일동 6134-4번지 ,"제주특별자치도 제주시 인다4길 4, 1층 (아라일동)",1,4.5,4
맛깔참죽신제주점,한식,영업,제주특별자치도 제주시 연동 2331-7 진호뉴캐슬 101호,"제주특별자치도 제주시 도령로 111, 1층 (연동, 진호뉴캐슬)",0,5.0,6
심심,카페,영업,제주특별자치도 제주시 연동 252-64번지 ,"제주특별자치도 제주시 신광로8길 24-1, 1층 (연동)",3,0.0,0
우리사이,카페,영업,제주특별자치도 제주시 구좌읍 종달리 452번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30, 1층",4,5.0,1
돌담통닭,치킨,영업,제주특별자치도 제주시 구좌읍 세화리 1-15 ,"제주특별자치도 제주시 구좌읍 해녀박물관길 33-1, 1층",26,4.3,16
카페결,경양식,영업,제주특별자치도 제주시 우도면 연평리 1289번지 ,"제주특별자치도 제주시 우도면 하고수길 64, B동 1~2층",11,5.0,15
땅땅치킨외도점,호프,영업,제주특별자치도 제주시 외도일동 498-8번지 ,"제주특별자치도 제주시 우정로 52, 1층 (외도일동)",0,0.0,0
월정해변식당,한식,영업,제주특별자치도 제주시 구좌읍 월정리 555-3 ,"제주특별자치도 제주시 구좌읍 월정1길 70-12, 1층",0,0,0
옛날아우내순대,한식,영업,제주특별자치도 제주시 애월읍 하귀2리 2626번지 ,"제주특별자치도 제주시 애월읍 애월해안로 960, 1층",30,4.4,22
용궁반점,중식,영업,제주특별자치도 제주시 한림읍 한림리 1462-2번지 새한림맨션 ,"제주특별자치도 제주시 한림읍 한림남2길 27, 1층 105호 (새한림맨션)",0,5.0,1
미풍해장국일도베라체점,한식,영업,제주특별자치도 제주시 이도이동 76-10 ,"제주특별자치도 제주시 연신로 89, 1층 (이도이동)",8,3.2,14
카페조아,카페,영업,제주특별자치도 제주시 오라삼동 2912-5번지 ,"제주특별자치도 제주시 연오로 39, 2층 (오라삼동)",11,4.7,6
보리수카페,한식,영업,제주특별자치도 제주시 일도일동 1177-1번지 ,"제주특별자치도 제주시 동문로 31, 2층 (일도일동)",0,0.0,0
카페보리다,경양식,영업,제주특별자치도 제주시 이도이동 1055번지 스마트빌라 ,"제주특별자치도 제주시 오복1길 17, 1층 100호 (이도이동, 스마트빌라)",12,4.4,13
에머이제주점,외국요리,영업,제주특별자치도 제주시 아라일동 6110-8번지 ,"제주특별자치도 제주시 인다3길 8-2, 2층 (아라일동)",11,3.9,13
삼생이심야식당,야식,영업,제주특별자치도 제주시 용담일동 235-4 ,"제주특별자치도 제주시 남성로 99, 1층 (용담일동)",0,0.0,0
우도돌담집,분식,영업,제주특별자치도 제주시 우도면 연평리 962번지 ,"제주특별자치도 제주시 우도면 우도해안길 472, 1층",23,3.7,3
월령작야,일식,영업,제주특별자치도 제주시 한림읍 월령리 330-1번지 ,"제주특별자치도 제주시 한림읍 월령3길 39-5, 지하1층",0,0,0
우아한끼,분식,영업,제주특별자치도 제주시 이도이동 1767-5번지 ,"제주특별자치도 제주시 신성로13길 22, 1층 (이도이동)",0,0,0
벵에랑,해산물,영업,제주특별자치도 제주시 한림읍 한림리 1479-1번지 ,"제주특별자치도 제주시 한림읍 한림서길 22, 1층",0,0,0
조천끗집,카페,영업,제주특별자치도 제주시 조천읍 조천리 2769-2번지 ,"제주특별자치도 제주시 조천읍 조함해안로 59-2, 1층",13,4.1,9
쟁반정식연화,한식,영업,제주특별자치도 제주시 한경면 저지리 1853-1 ,"제주특별자치도 제주시 한경면 중산간서로 3678, 1층",0,4.7,9
대구뽈찜앤코다리찜전문점,한식,영업,제주특별자치도 제주시 한경면 저지리 2887-7번지 ,"제주특별자치도 제주시 한경면 녹차분재로 624, 1층",0,0,0
더로그,카페,영업,제주특별자치도 제주시 아라일동 362-80번지 ,"제주특별자치도 제주시 산천단동3길 26, 1,2층 (아라일동)",18,4.6,12
오태식해바라기치킨노형한라대점,치킨,영업,제주특별자치도 제주시 노형동 759-5 유유빌 ,"제주특별자치도 제주시 한라대학로 81, 유유빌 1층 (노형동)",0,5.0,1
미혜네,분식,영업,제주특별자치도 제주시 노형동 931-10번지 ,"제주특별자치도 제주시 원노형6길 11-5, 1층 (노형동)",0,0,0
소북경,중식,영업,제주특별자치도 제주시 노형동 937-11번지 ,"제주특별자치도 제주시 원노형로 54, 3층 (노형동)",4,3.0,8
도련한우식육식당,고기,영업,제주특별자치도 제주시 도련일동 959-1 ,"제주특별자치도 제주시 삼봉로 211, 1층 (도련일동)",2,5.0,3
제주밥상살레,한식,영업,제주특별자치도 제주시 한림읍 금능리 1446-5 ,"제주특별자치도 제주시 한림읍 금능4길 14-1, 1층",23,4.1,13
오빠네해물라면,분식,영업,제주특별자치도 제주시 한림읍 옹포리 588-2 ,"제주특별자치도 제주시 한림읍 한림로 475, 지하1층",108,2.6,13
주민상회애월점,호프,영업,제주특별자치도 제주시 애월읍 애월리 1625번지 ,"제주특별자치도 제주시 애월읍 애원로 5, 1층",1,0.0,0
펍아지트,호프,영업,제주특별자치도 제주시 조천읍 함덕리 261-10번지 ,"제주특별자치도 제주시 조천읍 신북로 643, 1층",3,0.0,0
천하수,한식,영업,제주특별자치도 제주시 애월읍 유수암리 819번지 ,"제주특별자치도 제주시 애월읍 유수암평화길 80-2, 1층",0,0.0,0
레드향샤브샤브,한식,영업,제주특별자치도 제주시 한경면 저지리 2969-1 ,"제주특별자치도 제주시 한경면 녹차분재로 564, 1층",2,5.0,3
인디언썸머,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2127-10 ,"제주특별자치도 제주시 애월읍 애월로4길 9, 1층",18,4.6,72
로스트앤헤븐,카페,영업,제주특별자치도 제주시 이호일동 1707번지 ,"제주특별자치도 제주시 테우해안로 162, 1층 (이호일동)",63,3.8,17
고향향토장터,한식,영업,제주특별자치도 제주시 추자면 신양리 434-9번지 신양어촌계 ,"제주특별자치도 제주시 추자면 추자로 576, 신양어촌계 1층",4,4.2,9
헬렌앤마리,카페,영업,제주특별자치도 제주시 이도일동 1380번지 극동행복그린 ,"제주특별자치도 제주시 관덕로8길 11, 1층 102호 (이도일동, 극동행복그린)",0,0.0,0
메종글래드제주부처,한식,영업,제주특별자치도 제주시 연동 263-15 메종글래드 제주 ,"제주특별자치도 제주시 노연로 80, 메종글래드 제주 1층 (연동)",0,0,0
왓어파라다이스,경양식,영업,제주특별자치도 제주시 우도면 연평리 1197-2번지 ,"제주특별자치도 제주시 우도면 삼양고수물길 75, 1층",0,0,0
토대력스마일점,호프,영업,제주특별자치도 제주시 삼도일동 584-3 ,"제주특별자치도 제주시 서광로 264, 1층 (삼도일동)",0,0.0,0
협재머겅가게,치킨,영업,제주특별자치도 제주시 한림읍 협재리 2447-3번지 ,"제주특별자치도 제주시 한림읍 한림로 349-1, 1층",0,0,0
이자카야이루리,호프,영업,제주특별자치도 제주시 노형동 3811-2번지 ,"제주특별자치도 제주시 한라대학로 17, 3층 (노형동)",0,0,0
족발야시장노형점,한식,영업,제주특별자치도 제주시 노형동 1280-1 ,"제주특별자치도 제주시 다랑곶1길 9, 1층 (노형동)",10,5.0,1
동귀리갈칫집,한식,영업,제주특별자치도 제주시 노형동 2737 ,"제주특별자치도 제주시 월랑로 83, 1층 (노형동)",109,4.1,25
마라하오구제주점,한식,영업,제주특별자치도 제주시 이도일동 1787-3 ,"제주특별자치도 제주시 광양6길 2, 1층 102호 (이도일동)",0,1.0,1
서프라이즈,한식,영업,제주특별자치도 제주시 조천읍 와흘리 산 13-86 ,"제주특별자치도 제주시 조천읍 남조로 2243, 1동 1층",158,4.7,38
런던다락,한식,영업,제주특별자치도 제주시 한림읍 협재리 2447-27번지 ,"제주특별자치도 제주시 한림읍 한림로 335, D동 1층",24,4.7,22
우도로93,한식,영업,제주특별자치도 제주시 우도면 연평리 1541-3번지 ,"제주특별자치도 제주시 우도면 우도로 93, 1층",0,0,0
약산흑염소가든,한식,영업,제주특별자치도 제주시 이호이동 114-3 ,"제주특별자치도 제주시 대동길 2, 2층 (이호이동)",1,3.7,3
모닥치기아라,분식,영업,제주특별자치도 제주시 아라일동 6106 ,"제주특별자치도 제주시 인다9길 8, 1층 (아라일동)",4,4.2,5
제주돼학교,고기,영업,제주특별자치도 제주시 이도이동 1955-1 ,"제주특별자치도 제주시 신설로9길 48, 1층 (이도이동)",2,5.0,4
코끼리휴게소점빵,분식,영업,제주특별자치도 제주시 용담이동 454-1번지 ,"제주특별자치도 제주시 흥운길 73, 1층 (용담이동)",0,0.0,0
홀릭,호프,영업,제주특별자치도 제주시 도남동 221-2번지 ,"제주특별자치도 제주시 원남6길 58, 1층 (도남동)",0,0.0,0
협재술집김씨술생활,일식,영업,제주특별자치도 제주시 한림읍 협재리 1586번지 ,"제주특별자치도 제주시 한림읍 한림로 406, 2층",50,3.9,35
족발야시장일도점,고기,영업,제주특별자치도 제주시 일도이동 68-9번지 ,"제주특별자치도 제주시 고마로 145, 1층 (일도이동)",0,0,0
명호,고기,영업,제주특별자치도 제주시 연동 292-57번지 ,"제주특별자치도 제주시 신대로12길 15, 1층 (연동)",110,4.0,18
김녕에사는김영훈,카페,영업,제주특별자치도 제주시 구좌읍 김녕리 3546 ,"제주특별자치도 제주시 구좌읍 김녕로6길 2, 1층",53,4.8,70
카페책자국,카페,영업,제주특별자치도 제주시 구좌읍 종달리 563번지 ,"제주특별자치도 제주시 구좌읍 종달로1길 117, 1층",47,4.9,35
대나무집,한식,영업,제주특별자치도 제주시 노형동 2519-22 ,"제주특별자치도 제주시 정존1길 2, 1층 (노형동)",29,2.7,12
카페분식이다,경양식,영업,제주특별자치도 제주시 이도이동 2029-16 ,"제주특별자치도 제주시 구남로2길 25, 1층 (이도이동)",0,5.0,2
달꿈국수,한식,영업,제주특별자치도 제주시 용담삼동 2380 ,"제주특별자치도 제주시 서해안로 468-4, 1층 (용담삼동)",0,0,0
커뮤니티라운지,경양식,영업,제주특별자치도 제주시 일도일동 1148-2번지 ,"제주특별자치도 제주시 동문로 16, 2층 (일도일동)",0,0.0,0
역전할머니맥주연동점,호프,영업,제주특별자치도 제주시 연동 274-57 ,"제주특별자치도 제주시 노연로 108, 1층 (연동)",7,2.0,1
카페원웨이,카페,영업,제주특별자치도 제주시 한경면 금등리 652-4 ,"제주특별자치도 제주시 한경면 일주서로 4459-4, 1,2층",51,4.6,31
칠칠판,고기,영업,제주특별자치도 제주시 일도이동 167-8번지 ,"제주특별자치도 제주시 신산로 61, 1층 (일도이동)",0,0.0,0
가장맛있는족발이도점,한식,영업,제주특별자치도 제주시 아라이동 3012-11 ,"제주특별자치도 제주시 승천로 72, 1층 (아라이동)",9,3.0,4
남이네육개장,한식,영업,제주특별자치도 제주시 삼도일동 788-12번지 ,"제주특별자치도 제주시 서사로 62, 1층 (삼도일동)",1,0.0,0
스토브온제주,양식,영업,제주특별자치도 제주시 한림읍 상명리 1036번지 ,"제주특별자치도 제주시 한림읍 중산간서로 4062, 나동 1층",33,4.7,36
협재1번가,한식,영업,제주특별자치도 제주시 한림읍 협재리 1728번지 ,"제주특별자치도 제주시 한림읍 협재1길 1, 1층",33,4.0,3
카페소소한,경양식,영업,제주특별자치도 제주시 삼양일동 1580-1번지 ,"제주특별자치도 제주시 서흘길 40, 1층 (삼양일동)",0,0,0
현카페,카페,영업,제주특별자치도 제주시 조천읍 함덕리 963-1번지 ,"제주특별자치도 제주시 조천읍 함덕18길 1, 지하1층",0,0.0,0
제주맛족,야식,영업,제주특별자치도 제주시 삼도이동 596-5번지 ,"제주특별자치도 제주시 서사로 75, 1층 (삼도이동)",1,5.0,2
더그레이스,카페,영업,제주특별자치도 제주시 한경면 청수리 2081-3번지 ,"제주특별자치도 제주시 한경면 낙수로 276, 1층",0,5.0,1
한이장식당,한식,영업,제주특별자치도 제주시 조천읍 대흘리 1667-1번지 ,"제주특별자치도 제주시 조천읍 중산간동로 667, 1층",6,2.5,2
고향모밀촌,한식,영업,제주특별자치도 제주시 삼양이동 2177-9번지 ,"제주특별자치도 제주시 일주동로 358, 1층 (삼양이동)",8,5.0,9
순수한둠비,한식,영업,제주특별자치도 제주시 용담일동 310번지 ,"제주특별자치도 제주시 서문로 37-11, 2층 (용담일동)",103,4.4,58
고산카페,경양식,영업,제주특별자치도 제주시 한경면 고산리 2922-6번지 ,"제주특별자치도 제주시 한경면 용고로 73, 1층",45,4.7,36
오오야마,호프,영업,제주특별자치도 제주시 이도이동 1181-10번지 ,"제주특별자치도 제주시 광양13길 6-1, 1층 (이도이동)",16,3.8,12
케이투엠,한식,영업,제주특별자치도 제주시 노형동 1275-4번지 ,"제주특별자치도 제주시 다랑곶5길 10, 1층 (노형동)",0,0.0,0
탑해장국본점오드리포차,한식,영업,제주특별자치도 제주시 노형동 1044-14 ,"제주특별자치도 제주시 월랑로10길 17, 1층 (노형동)",0,0,0
제주삼겹목살고기배달천하,고기,영업,제주특별자치도 제주시 도두일동 2617-2번지 ,"제주특별자치도 제주시 도공로 14-9, 1층 (도두일동)",0,0,0
소리가있는풍경,한식,영업,제주특별자치도 제주시 아라일동 2082-1번지 ,"제주특별자치도 제주시 아란서길 110, A동 1층 (아라일동)",0,0,0
치킨파티,한식,영업,제주특별자치도 제주시 이도이동 1021-1 목성빌라 ,"제주특별자치도 제주시 신성로10길 37, 1층 (이도이동, 목성빌라)",0,0.0,0
비손식당,고기,영업,제주특별자치도 제주시 구좌읍 하도리 30 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1926-3, A동 1층",0,0.0,0
해소랑,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1015-3번지 ,"제주특별자치도 제주시 조천읍 신북로 491, 1층",11,4.4,18
건입동백설공주,분식,영업,제주특별자치도 제주시 건입동 1359번지 ,"제주특별자치도 제주시 중앙로1길 34-6, 1층 (건입동)",2,5.0,3
곱창이야기연동점,한식,영업,제주특별자치도 제주시 연동 273-29번지 ,"제주특별자치도 제주시 신대로14길 43, 1층 (연동)",57,2.3,3
외도장수보리밥집,한식,영업,제주특별자치도 제주시 외도일동 559-8번지 ,"제주특별자치도 제주시 우정로13길 12, 1층 (외도일동)",3,3.3,3
동녘,해산물,영업,제주특별자치도 제주시 구좌읍 종달리 452번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30, 1층",180,3.6,16
