사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars
협재온다정,경양식,영업,제주특별자치도 제주시 한림읍 협재리 1651번지 ,"제주특별자치도 제주시 한림읍 한림로 381-4, 1층",166,3.6,7,782,4.48
마레벤또,경양식,영업,제주특별자치도 제주시 애월읍 애월리 2501-1번지 ,"제주특별자치도 제주시 애월읍 애월로1길 10, 1층",47,4.2,40,266,4.56
밥부터먹자,한식,영업,제주특별자치도 제주시 용담이동 481-46번지 ,"제주특별자치도 제주시 용두암길 2, 1층 (용담이동)",37,4.4,16,163,4.45
포도원흑돼지,고기,영업,제주특별자치도 제주시 노형동 124-1 ,제주특별자치도 제주시 1100로 3155 (노형동),110,4.2,75,479,4.36
연태만,한식,영업,제주특별자치도 제주시 이도일동 1701-5번지 ,"제주특별자치도 제주시 중앙로21길 10, 1층 (이도일동)",54,4.1,15,281,4.45
구좌상회,한식,영업,제주특별자치도 제주시 구좌읍 월정리 417번지 ,"제주특별자치도 제주시 구좌읍 월정1길 55, 1층",318,4.3,207,782,4.36
한라꽃돈,한식,영업,제주특별자치도 제주시 노형동 571-5번지 2층 ,제주특별자치도 제주시 노형동 571-5번지 2층 ,46,5.0,4,63,4.24
말이,한식,영업,제주특별자치도 제주시 구좌읍 세화리 3643-3번지 ,"제주특별자치도 제주시 구좌읍 세화1길 40, 1층",61,3.5,39,249,4.26
돈고팡,고기,영업,제주특별자치도 제주시 도두일동 1688-9 ,"제주특별자치도 제주시 서해안로 248, 1층 (도두일동)",217,3.8,53,596,4.51
리듬,카페,영업,제주특별자치도 제주시 삼도이동 1073 ,"제주특별자치도 제주시 무근성7길 11, 1층 (삼도이동)",66,4.1,48,238,4.51
강윤구스시야,일식,영업,제주특별자치도 제주시 삼양이동 2332-5번지 ,"제주특별자치도 제주시 화삼북로 135, 2층 (삼양이동)",46,4.3,10,123,4.26
요요무문,카페,영업,제주특별자치도 제주시 구좌읍 한동리 8-11번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1102, 2층",103,4.3,72,342,4.47
한치앞도모를바다,한식,영업,제주특별자치도 제주시 한림읍 협재리 1796-2번지 ,"제주특별자치도 제주시 한림읍 협재6길 9, 1층",77,4.3,57,362,4.54
배롱개,한식,영업,제주특별자치도 제주시 구좌읍 월정리 648번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 434, 지1층",45,4.4,51,334,4.38
솔지,한식,영업,제주특별자치도 제주시 노형동 2736번지 ,제주특별자치도 제주시 월랑로 88 (노형동),191,4.0,100,918,4.39
오래해장국,한식,영업,제주특별자치도 제주시 도두일동 2625번지 ,"제주특별자치도 제주시 서해안로 168, 1층 (도두일동)",110,4.0,2,83,4.07
신촌뼈해장국,한식,영업,제주특별자치도 제주시 조천읍 신촌리 1930번지 ,"제주특별자치도 제주시 조천읍 신북로 93, 102호",87,4.0,71,0,0.0
이모밥상,한식,영업,제주특별자치도 제주시 연동 456-1 ,"제주특별자치도 제주시 연북로 173, 1층 (연동)",38,3.9,103,550,4.3
일일오팔족욕카페,카페,영업,제주특별자치도 제주시 애월읍 고내리 1158번지 ,"제주특별자치도 제주시 애월읍 애월해안로 230, 2층",84,4.8,18,372,4.62
스시앤,일식,영업,제주특별자치도 제주시 이도이동 1053-1 ,"제주특별자치도 제주시 고산동산5길 21-1, 105호 (이도이동)",32,4.4,20,0,0.0
머문,카페,영업,제주특별자치도 제주시 구좌읍 월정리 539번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 460, 2층",156,3.8,52,0,0.0
고사리식당,해산물,영업,제주특별자치도 제주시 조천읍 선흘리 1856-8 ,"제주특별자치도 제주시 조천읍 번영로 1680, 1층",43,4.4,68,0,0.0
더한근,한식,영업,제주특별자치도 제주시 노형동 1048-4 ,제주특별자치도 제주시 다랑곶6길 48 (노형동),37,4.7,15,255,4.87
방모루,일식,영업,제주특별자치도 제주시 구좌읍 김녕리 1223-8 ,"제주특별자치도 제주시 구좌읍 김녕로21길 7, 나동 1층",41,4.7,64,425,4.33
장모식탁,한식,영업,제주특별자치도 제주시 이도이동 257-6 ,"제주특별자치도 제주시 연신로 51, 1층 (이도이동)",126,4.5,50,743,4.6
대왕해물짬뽕라면,카페,영업,제주특별자치도 제주시 구좌읍 월정리 554 ,"제주특별자치도 제주시 구좌읍 월정1길 70-6, 1층",45,4.4,131,0,0.0
마모루,일식,영업,제주특별자치도 제주시 이도이동 1181-2번지 101호,"제주특별자치도 제주시 광양13길 10-1, 1층 101호 (이도이동)",31,3.5,46,339,4.38
제주은갈치김밥,분식,영업,제주특별자치도 제주시 용담삼동 969-2번지 ,제주특별자치도 제주시 용마서길 30 (용담삼동),86,4.5,84,430,4.45
다람쥐식탁,한식,영업,제주특별자치도 제주시 한림읍 동명리 1580-7번지 ,"제주특별자치도 제주시 한림읍 명월성로 10, 1층",169,3.6,43,430,4.5
주식회사그때그집,한식,영업,제주특별자치도 제주시 애월읍 애월리 407-6 ,"제주특별자치도 제주시 애월읍 애월해안로 97, 1층",279,4.5,124,0,0.0
제주어멍통갈치,한식,영업,제주특별자치도 제주시 용담삼동 2576-3 ,제주특별자치도 제주시 서해안로 372 (용담삼동),589,4.6,383,1412,4.38
백록오름,한식,영업,제주특별자치도 제주시 구좌읍 김녕리 1710-2 ,"제주특별자치도 제주시 구좌읍 김녕로 102-1, 1층",46,4.5,32,584,4.86
제주올레냉면,한식,영업,제주특별자치도 제주시 노형동 2466-1 ,"제주특별자치도 제주시 광평동로 19, 1층 (노형동)",76,3.8,56,519,4.5
바다를본돼지2호점,한식,영업,제주특별자치도 제주시 노형동 1055-4 ,"제주특별자치도 제주시 정존15길 42, 1층 (노형동)",120,3.9,11,0,0.0
제주섬신룽푸마라탕제주대점,한식,영업,제주특별자치도 제주시 아라일동 368-63 ,"제주특별자치도 제주시 산천단동2길 24, 1층 (아라일동)",30,4.5,14,0,0.0
월정항아리,한식,영업,제주특별자치도 제주시 구좌읍 월정리 241 ,"제주특별자치도 제주시 구좌읍 월정5길 38, 1층",188,4.9,31,527,4.93
주식회사라플라주,한식,영업,제주특별자치도 제주시 조천읍 함덕리 1004-10 ,"제주특별자치도 제주시 조천읍 조함해안로 525, 디동 1층",105,3.6,37,0,0.0
정직한돈,고기,영업,제주특별자치도 제주시 애월읍 고내리 1105-8 ,"제주특별자치도 제주시 애월읍 애월해안로 253, 1층",537,4.4,171,0,0.0
하와이새우트럭제주점,경양식,영업,제주특별자치도 제주시 노형동 0 15블럭13로트 ,"제주특별자치도 제주시 노형13길 16, 2층 (노형동)",65,4.0,12,82,4.51
일과삶사이틈,한식,영업,제주특별자치도 제주시 이도이동 1767-20번지 ,"제주특별자치도 제주시 서광로32길 27-3, 1층 (이도이동)",54,4.1,28,158,4.73
은희네해장국외도점,한식,영업,제주특별자치도 제주시 외도일동 532-8 (1층) ,제주특별자치도 제주시 우정로15길 42-8 (외도일동),44,3.5,23,402,4.35
우도면파전리,분식,영업,제주특별자치도 제주시 우도면 연평리 2369 ,"제주특별자치도 제주시 우도면 우도해안길 388, 1층",32,3.5,13,93,3.76
달사막,한식,영업,제주특별자치도 제주시 조천읍 함덕리 272-28번지 ,"제주특별자치도 제주시 조천읍 함덕로 26, 1층",60,4.0,34,185,4.43
참좋은해물라면애월점,해산물,영업,제주특별자치도 제주시 애월읍 구엄리 599 ,"제주특별자치도 제주시 애월읍 애월해안로 724, 1층",41,4.5,128,0,0.0
말젯문,한식,영업,제주특별자치도 제주시 구좌읍 한동리 10-38번지 ,"제주특별자치도 제주시 구좌읍 계룡길 31, 1층",68,4.8,48,1232,4.86
햇살가득돌담집,한식,영업,제주특별자치도 제주시 조천읍 함덕리 2936-1 ,"제주특별자치도 제주시 조천읍 함대로 25-1, 1층",42,3.9,34,260,4.38
(주)참숯구이몬트락,고기,영업,제주특별자치도 제주시 건입동 1388-3 ,"제주특별자치도 제주시 임항로 20, 2~3층 (건입동)",575,4.5,94,0,0.0
칠돈가,고기,영업,제주특별자치도 제주시 용담이동 2695-4 ,"제주특별자치도 제주시 서천길 1, 1층 (용담이동)",313,3.9,112,1361,4.42
인디언키친,외국요리,영업,제주특별자치도 제주시 애월읍 상가리 2059-1번지 ,"제주특별자치도 제주시 애월읍 애원로 191, 1층",140,4.1,118,854,4.52
유수암식당,한식,영업,제주특별자치도 제주시 애월읍 유수암리 1928번지 ,제주특별자치도 제주시 애월읍 유수암로 2,193,4.6,83,0,0.0
수영밥상본점,한식,영업,제주특별자치도 제주시 외도일동 543-8 ,"제주특별자치도 제주시 우령안1길 29-1, 1층 (외도일동)",65,4.7,101,281,4.68
한림칠돈가,고기,영업,제주특별자치도 제주시 한림읍 동명리 1846 ,"제주특별자치도 제주시 한림읍 한림상로 69, 1층",58,3.7,10,0,0.0
우리마을,한식,영업,제주특별자치도 제주시 한림읍 한림리 980번지 ,제주특별자치도 제주시 한림읍 한림상로 165,36,4.9,7,21,4.39
타코마씸,경양식,영업,제주특별자치도 제주시 구좌읍 월정리 13 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 474, 1층",60,3.9,49,246,4.3
느루온,한식,영업,제주특별자치도 제주시 이도이동 1952-4번지 지하1 ,"제주특별자치도 제주시 신설로9길 33, 지하1층 (이도이동)",60,4.4,29,234,4.6
도라지,한식,영업,제주특별자치도 제주시 오라삼동 2112 ,"제주특별자치도 제주시 연삼로 128, 1층 (오라삼동)",34,3.8,37,0,0.0
도갈비,경양식,영업,제주특별자치도 제주시 노형동 759-7번지 프라임빌 102호 ,"제주특별자치도 제주시 한라대학로 85 (노형동,프라임빌 102호)",134,4.7,78,433,4.73
멘도롱돈까스,경양식,영업,제주특별자치도 제주시 구좌읍 월정리 537-1번지 ,"제주특별자치도 제주시 구좌읍 월정7길 58, 1층 제3호",38,4.0,54,306,4.57
피노키오,한식,영업,제주특별자치도 제주시 우도면 연평리 863-1번지 ,제주특별자치도 제주시 우도면 우도로 339,51,3.9,38,0,0.0
흑돼지가노는집,한식,영업,제주특별자치도 제주시 애월읍 하귀1리 1362-1번지 ,제주특별자치도 제주시 애월읍 하귀로 118,32,4.6,14,269,4.79
맛장터,한식,영업,제주특별자치도 제주시 연동 313-7 ,제주특별자치도 제주시 신대로13길 10 (연동),52,4.5,18,395,4.69
선인장,한식,영업,제주특별자치도 제주시 한림읍 월령리 368 ,"제주특별자치도 제주시 한림읍 월령안길 14-3, 1층",60,4.6,47,0,0.0
함덕해장국,한식,영업,제주특별자치도 제주시 조천읍 함덕리 산 9-4 ,제주특별자치도 제주시 조천읍 신북로 650,46,4.8,41,0,0.0
협재신국수,한식,영업,제주특별자치도 제주시 한림읍 협재리 1303-1번지 ,"제주특별자치도 제주시 한림읍 명재로 17, 1층",91,4.5,59,0,0.0
제주에가면,한식,영업,제주특별자치도 제주시 삼도이동 1158-22번지 ,"제주특별자치도 제주시 탑동로 119, 1층 (삼도이동)",187,4.3,46,1152,4.49
톰톰카레,한식,영업,제주특별자치도 제주시 구좌읍 평대리 2033-1번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1112, 1층",132,3.9,84,645,4.52
도남돼지,고기,영업,제주특별자치도 제주시 도남동 47번지 ,"제주특별자치도 제주시 신성로 36, 101호 (도남동)",48,4.9,21,0,0.0
바보라면,카페,영업,제주특별자치도 제주시 구좌읍 한동리 1339-6번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1016, 제2동 1층",202,3.8,44,493,4.49
리틀비엣,한식,영업,제주특별자치도 제주시 아라일동 6109-1 ,"제주특별자치도 제주시 인다7길 16, 1층 (아라일동)",45,3.8,44,340,4.44
빨강코끼리,한식,영업,제주특별자치도 제주시 노형동 1274-4번지 (1층) ,제주특별자치도 제주시 다랑곶6길 26-1 (노형동),87,3.9,15,209,4.39
남원바당,고기,영업,제주특별자치도 제주시 일도이동 48-4 ,제주특별자치도 제주시 천수로8길 7 (일도이동),49,4.5,62,346,4.5
제갈양,한식,영업,제주특별자치도 제주시 한림읍 금능리 1737번지 ,"제주특별자치도 제주시 한림읍 한림로 155, 1층",236,4.5,363,1496,4.58
씨엘블루호텔,카페,영업,제주특별자치도 제주시 용담삼동 2555번지 ,"제주특별자치도 제주시 서해안로 368-3, 1층 (용담삼동)",79,3.6,28,98,4.27
사방팔방,한식,영업,제주특별자치도 제주시 외도일동 494-5 ,제주특별자치도 제주시 우정로10길 12 (외도일동),80,4.1,27,160,4.38
카페이에르바,카페,영업,제주특별자치도 제주시 조천읍 신촌리 1640번지 ,"제주특별자치도 제주시 조천읍 신촌남1길 33-8, 1층",54,4.0,22,248,4.59
집아페,일식,영업,제주특별자치도 제주시 삼도일동 518-9번지 ,"제주특별자치도 제주시 서광로13길 3, 1층 (삼도일동)",90,4.7,65,295,4.65
효섬마을초가집,한식,영업,제주특별자치도 제주시 봉개동 234-161 ,"제주특별자치도 제주시 명림로 243, 1층 (봉개동)",138,4.2,55,759,4.44
순희뽀글이,한식,영업,제주특별자치도 제주시 오라일동 2446-9 ,제주특별자치도 제주시 공설로 27-1 (오라일동),57,4.7,51,266,4.48
윤옥,호프,영업,제주특별자치도 제주시 이도이동 2003-3번지 ,"제주특별자치도 제주시 구남동2길 19-4, 1층 (이도이동)",133,4.2,121,590,4.57
파벤토,양식,영업,제주특별자치도 제주시 한경면 신창리 1363-3번지 ,"제주특별자치도 제주시 한경면 한경해안로 474-20, 1층",110,4.5,33,139,4.7
미스칠,고기,영업,제주특별자치도 제주시 연동 2434 ,"제주특별자치도 제주시 일주서로 7831, 1층 (연동)",228,4.0,59,757,4.34
애월리순메밀막국수,한식,영업,제주특별자치도 제주시 애월읍 애월리 2052번지 ,"제주특별자치도 제주시 애월읍 애월해안로 11, 1~2층",164,4.3,36,417,4.51
리유니온,카페,영업,제주특별자치도 제주시 이도이동 1186-4번지 ,"제주특별자치도 제주시 신성로13길 32, 1층 (이도이동)",47,4.5,47,101,4.26
이매화지혜제주해물밥,한식,영업,제주특별자치도 제주시 외도이동 313-1 ,제주특별자치도 제주시 월대3길 14-6 (외도이동),98,3.5,35,0,0.0
제주닭한마리,호프,영업,제주특별자치도 제주시 연동 273-8 (지하1층) ,"제주특별자치도 제주시 연동7길 30, 지하1층 (연동)",30,4.3,3,53,4.4
우도해녀식당,한식,영업,제주특별자치도 제주시 우도면 연평리 2308-3번지 ,"제주특별자치도 제주시 우도면 우도해안길 440, 나동 1층",212,3.5,39,0,0.0
웃뜨르우리돼지,고기,영업,제주특별자치도 제주시 한경면 청수리 3260-1 ,"제주특별자치도 제주시 한경면 연명로 2, 1층 제2호",64,4.2,53,335,4.34
백번,한식,영업,제주특별자치도 제주시 애월읍 애월리 1584-4번지 ,제주특별자치도 제주시 애월읍 애월로 120,191,4.2,26,0,0.0
에코랜드,경양식,영업,제주특별자치도 제주시 조천읍 대흘리 1221-1번지 ,제주특별자치도 제주시 조천읍 번영로 1278-169,148,3.7,148,0,0.0
복닥키친,한식,영업,제주특별자치도 제주시 노형동 746-7번지 (1층) ,"제주특별자치도 제주시 진군3길 19 (노형동,(1층))",60,4.3,47,211,4.46
